ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
Q15906:Q9GZT4,0.0,0.0,Q15906,Q9GZT4,0.08,0.156,0.46,74.05,25.162,0.4,0.0,0,31.63,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16181:Q96JA1,0.09197742519002104,0.667,Q16181,Q96JA1,0.18,0.232,0.44,67.53,26.135,0.4,0.0,0,30.992,12.0,77.685,70.12,85.25,0.103,0.102,0.104,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16204:Q9UBQ5,0.06389279483040801,0.636,Q16204,Q9UBQ5,0.14,0.178,0.33,74.28,26.988,0.43,0.0,0,30.939,12.0,89.075,92.67,85.48,0.134,0.128,0.141,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15904:Q9H3U5,0.07920486763342832,0.667,Q15904,Q9H3U5,0.37,0.402,0.53,73.72,21.284,0.45,0.066,2959,26.166,11.212,77.187,72.68,81.695,0.405,0.432,0.379,0.03,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16552:Q7Z449,0.10722576877276736,0.686,Q16552,Q7Z449,0.33,0.404,0.7,76.07,16.179,0.48,0.012,2,25.272,11.85,82.779,86.184,79.374,0.249,0.269,0.23,0.016,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16181:Q9UEU5,0.07417227390302966,0.667,Q16181,Q9UEU5,0.22,0.284,0.54,71.47,22.302,0.53,0.0,0,30.005,12.0,70.76,87.509,54.011,0.298,0.322,0.274,0.016,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15904:Q86XM0,0.16918843393880392,0.73,Q15904,Q86XM0,0.19,0.262,0.55,74.73,22.823,0.33,0.0,0,30.185,12.0,64.856,45.273,84.44,0.114,0.115,0.114,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16613:Q9H252,0.260999531628943,0.785,Q16613,Q9H252,0.26,0.286,0.39,61.36,26.225,0.44,0.0,0,30.894,12.0,59.933,79.074,40.792,0.165,0.17,0.161,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16633:Q9BXL6,0.03681034042834447,0.636,Q16633,Q9BXL6,0.13,0.18,0.38,65.55,28.051,0.44,0.0,0,31.56,12.0,47.231,47.685,46.777,0.096,0.096,0.095,0.008,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16552:Q7Z4L0,0.01876548414724439,0.559,Q16552,Q7Z4L0,0.09,0.16,0.44,68.16,21.761,0.46,0.0,0,29.583,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16181:Q99653,0.13779180250124165,0.706,Q16181,Q99653,0.11,0.18,0.46,75.06,22.854,0.31,0.0,0,30.386,12.0,66.07,56.796,75.343,0.115,0.111,0.12,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16555:Q5VTR2,0.08640317036204345,0.667,Q16555,Q5VTR2,0.14,0.194,0.41,71.92,27.55,0.36,0.0,0,31.568,12.0,70.583,71.595,69.572,0.095,0.095,0.095,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16548:Q6P1L6,0.2972614424418331,0.802,Q16548,Q6P1L6,0.49,0.458,0.33,58.58,27.073,0.6,0.142,2935,28.387,10.296,73.688,74.879,72.496,0.315,0.326,0.304,0.018,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15910:Q92623,0.09035436691878856,0.667,Q15910,Q92623,0.17,0.24,0.52,67.36,23.432,0.4,0.0,0,30.527,12.0,58.225,76.149,40.3,0.201,0.204,0.198,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16552:Q7Z3H0,0.07259932627986333,0.667,Q16552,Q7Z3H0,0.17,0.21,0.37,56.08,25.198,0.43,0.0,0,30.248,12.0,62.15,73.882,50.418,0.222,0.219,0.225,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15906:Q8IZ08,0.06692066965527294,0.636,Q15906,Q8IZ08,0.1,0.156,0.38,59.68,27.791,0.45,0.0,0,31.395,12.0,72.631,73.333,71.929,0.108,0.11,0.105,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16543:Q2TB10,0.5085328879182522,0.9,Q16543,Q2TB10,0.17,0.188,0.26,61.38,29.301,0.42,0.0,0,31.231,12.0,81.538,85.336,77.74,0.112,0.116,0.108,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15904:Q6ZMC9,0.09298077048771812,0.667,Q15904,Q6ZMC9,0.12,0.158,0.31,70.3,25.602,0.29,0.0,0,30.528,12.0,62.063,54.827,69.298,0.112,0.11,0.114,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16514:Q7Z4L0,0.2996705079876935,0.812,Q16514,Q7Z4L0,0.25,0.272,0.36,58.75,23.712,0.59,0.177,1956,26.103,9.871,78.607,79.131,78.082,0.546,0.537,0.556,0.06,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16548:Q8IYA7,0.3358059022255381,0.834,Q16548,Q8IYA7,0.36,0.36,0.36,58.66,26.1,0.61,0.161,1666,29.035,10.067,74.874,81.411,68.338,0.301,0.297,0.305,0.018,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15942:Q9P2G1,0.26959658745160414,0.802,Q15942,Q9P2G1,0.16,0.206,0.39,54.22,28.46,0.22,0.0,0,31.269,12.0,55.446,53.198,57.694,0.108,0.106,0.11,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16630:Q9ULX6,0.20668071459548104,0.759,Q16630,Q9ULX6,0.17,0.19,0.27,52.53,29.661,0.54,0.0,0,30.992,12.0,67.314,72.373,62.254,0.171,0.183,0.159,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16548:Q96P66,0.10922609802990525,0.686,Q16548,Q96P66,0.15,0.214,0.47,61.11,23.721,0.37,0.0,0,29.432,12.0,57.068,62.391,51.745,0.12,0.12,0.121,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15942:Q9H7Z6,0.2996125009709301,0.812,Q15942,Q9H7Z6,0.26,0.286,0.39,58.26,27.198,0.52,0.0,0,30.555,12.0,66.203,52.256,80.15,0.153,0.142,0.165,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15935:Q9GZQ8,0.18385415553285764,0.74,Q15935,Q9GZQ8,0.52,0.472,0.28,61.11,25.744,0.59,0.13,636,28.362,10.435,69.071,59.723,78.419,0.28,0.258,0.302,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16348:Q93038,0.42750236263735597,0.878,Q16348,Q93038,0.52,0.536,0.6,68.55,20.608,0.63,0.258,31843,25.094,8.903,78.641,81.666,75.617,0.555,0.543,0.566,0.064,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16633:Q9Y4E1,0.09163111390525666,0.667,Q16633,Q9Y4E1,0.2,0.2,0.2,43.86,30.699,0.2,0.0,0,31.217,12.0,46.754,44.288,49.22,0.105,0.105,0.104,0.008,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16543:Q8IYA8,0.259409857529737,0.785,Q16543,Q8IYA8,0.26,0.266,0.29,60.78,29.057,0.57,0.046,40,31.022,11.444,71.773,93.781,49.764,0.261,0.31,0.212,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16548:Q9Y6I3,0.34228962971628557,0.834,Q16548,Q9Y6I3,0.43,0.404,0.3,55.59,27.817,0.67,0.147,1708,29.591,10.239,73.337,87.58,59.094,0.29,0.298,0.281,0.017,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16181:Q96PQ6,0.10241459050000933,0.686,Q16181,Q96PQ6,0.12,0.166,0.35,66.12,28.048,0.33,0.0,0,31.388,12.0,74.981,74.747,75.216,0.104,0.105,0.102,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16540:Q9Y5S8,0.2212555497072121,0.778,Q16540,Q9Y5S8,0.15,0.234,0.57,72.29,18.813,0.28,0.0,0,29.247,12.0,66.589,63.14,70.038,0.139,0.135,0.143,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15910:Q8TEW6,0.10139992839557394,0.686,Q15910,Q8TEW6,0.15,0.216,0.48,65.49,24.404,0.36,0.0,0,30.585,12.0,70.825,77.474,64.176,0.116,0.12,0.112,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15906:Q8NFH5,0.0,0.0,Q15906,Q8NFH5,0.08,0.104,0.2,58.61,29.601,0.24,0.0,0,31.645,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
Q15906:Q8WUD4,0.0,0.0,Q15906,Q8WUD4,0.07,0.086,0.15,64.87,29.337,0.37,0.0,0,31.58,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16534:Q9BYC9,0.0,0.0,Q16534,Q9BYC9,0.05,0.102,0.31,64.98,26.754,0.26,0.0,0,31.664,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16543:Q7Z4Q2,0.22258484545636775,0.778,Q16543,Q7Z4Q2,0.32,0.368,0.56,70.99,22.295,0.44,0.054,25,29.814,11.352,56.587,44.824,68.35,0.181,0.168,0.195,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16630:Q96F07,0.42277715662651577,0.871,Q16630,Q96F07,0.19,0.28,0.64,74.03,21.816,0.39,0.0,0,30.973,12.0,63.681,33.77,93.592,0.113,0.111,0.116,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16515:Q8IX90,0.024836077259945376,0.559,Q16515,Q8IX90,0.1,0.176,0.48,64.64,25.343,0.41,0.0,0,31.465,12.0,87.41,90.64,84.18,0.093,0.093,0.093,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95125:Q15750,0.2816818071535204,0.802,O95125,Q15750,0.14,0.19,0.39,60.14,27.738,0.4,0.0,0,30.964,12.0,74.557,71.597,77.516,0.114,0.112,0.116,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95257:Q9P0V3,0.1562032184537737,0.73,O95257,Q9P0V3,0.31,0.322,0.37,64.25,25.941,0.44,0.0,0,29.194,12.0,72.078,73.231,70.924,0.184,0.19,0.178,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O95154:Q9NRE2,0.3602802566106018,0.843,O95154,Q9NRE2,0.21,0.236,0.34,53.32,29.103,0.52,0.0,0,30.982,12.0,63.878,86.497,41.259,0.136,0.137,0.134,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95076:Q9Y294,0.12942837456790113,0.706,O95076,Q9Y294,0.24,0.262,0.35,53.4,27.25,0.57,0.022,5,29.944,11.73,65.966,43.084,88.849,0.252,0.222,0.282,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
O95169:Q9H0X6,0.0,0.0,O95169,Q9H0X6,0.06,0.106,0.29,57.2,27.012,0.4,0.0,0,31.656,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
O95190:Q9NYW4,0.07578606959441286,0.667,O95190,Q9NYW4,0.38,0.402,0.49,63.18,18.556,0.47,0.06,894,23.76,11.275,70.364,71.882,68.846,0.415,0.398,0.433,0.026,0,-1,non-interacting pairs,not found in same PDB complex,False
O95190:Q9H900,0.16615136700663075,0.73,O95190,Q9H900,0.14,0.238,0.63,73.67,18.947,0.32,0.0,0,30.289,12.0,70.532,54.905,86.159,0.137,0.127,0.146,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95251:Q5VXU1,0.2934833091182909,0.802,O95251,Q5VXU1,0.29,0.322,0.45,63.83,23.966,0.46,0.008,4,27.487,11.9,56.791,82.626,30.956,0.147,0.157,0.138,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95168:Q8N6I1,0.0,0.0,O95168,Q8N6I1,0.05,0.074,0.17,67.37,28.435,0.5,0.0,0,31.411,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
O95243:Q96DZ9,0.0319764935754637,0.636,O95243,Q96DZ9,0.23,0.244,0.3,57.39,28.222,0.54,0.0,0,30.333,12.0,67.166,73.653,60.678,0.122,0.116,0.127,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95057:Q8WXX5,0.07446884500558831,0.667,O95057,Q8WXX5,0.16,0.2,0.36,60.4,23.069,0.26,0.0,0,28.006,12.0,49.621,40.601,58.64,0.146,0.151,0.142,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95231:P05106,0.15206028265809826,0.714,O95231,P05106,0.24,0.3,0.54,71.08,22.687,0.44,0.046,5,31.137,11.45,68.113,56.499,79.728,0.171,0.159,0.184,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O95297:Q15526,0.0293985849995273,0.559,O95297,Q15526,0.15,0.202,0.41,67.92,23.212,0.37,0.0,0,28.747,12.0,59.647,64.804,54.49,0.136,0.133,0.139,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95251:Q9UNH5,0.19497584628801512,0.74,O95251,Q9UNH5,0.3,0.316,0.38,63.16,26.678,0.51,0.05,131,30.598,11.404,67.937,50.714,85.161,0.215,0.215,0.215,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O95198:Q9H7Y0,0.1670820544154896,0.73,O95198,Q9H7Y0,0.17,0.224,0.44,76.76,22.303,0.27,0.0,0,29.314,12.0,74.774,84.481,65.067,0.136,0.151,0.121,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O94993:P79483,0.48970118440768023,0.892,O94993,P79483,0.61,0.558,0.35,49.21,28.33,0.92,0.327,9193,28.955,8.08,81.348,67.127,95.57,0.668,0.676,0.66,0.154,0,-1,non-interacting pairs,not found in same PDB complex,False
O95149:Q08116,0.12980807229258184,0.706,O95149,Q08116,0.23,0.28,0.48,65.01,22.358,0.41,0.0,0,29.212,12.0,61.548,59.089,64.007,0.164,0.161,0.167,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95168:Q3SXP7,0.018258893561979524,0.559,O95168,Q3SXP7,0.05,0.1,0.3,67.67,25.305,0.41,0.0,0,31.341,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
O94991:Q96IY1,0.21648637226113135,0.759,O94991,Q96IY1,0.16,0.19,0.31,59.64,28.295,0.45,0.0,0,30.744,12.0,68.156,60.663,75.649,0.164,0.168,0.161,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95166:P62854,0.09968936038534786,0.667,O95166,P62854,0.07,0.146,0.45,81.9,17.554,0.26,0.0,0,28.292,12.0,78.715,77.102,80.329,0.135,0.135,0.134,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95169:Q9HCR9,0.0914325844374728,0.667,O95169,Q9HCR9,0.14,0.204,0.46,72.43,23.652,0.32,0.0,0,30.89,12.0,70.465,69.228,71.702,0.105,0.109,0.1,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95154:P80075,0.1508479375992314,0.714,O95154,P80075,0.21,0.316,0.74,80.33,12.958,0.36,0.0,0,24.371,12.0,57.924,61.976,53.872,0.248,0.258,0.237,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O95190:Q9UNU6,0.07158934892123167,0.667,O95190,Q9UNU6,0.13,0.236,0.66,74.94,17.569,0.28,0.0,0,29.42,12.0,67.181,61.107,73.254,0.139,0.134,0.144,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95147:P19801,0.3513341919549722,0.843,O95147,P19801,0.15,0.272,0.76,87.07,13.893,0.33,0.0,0,29.194,12.0,79.443,69.488,89.398,0.125,0.121,0.129,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95147:Q7RTU5,0.04428710750559519,0.636,O95147,Q7RTU5,0.1,0.16,0.4,59.69,25.933,0.43,0.0,0,30.604,12.0,78.032,86.595,69.47,0.134,0.131,0.137,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95232:Q96J92,0.180927482272958,0.74,O95232,Q96J92,0.19,0.212,0.3,51.06,29.74,0.25,0.0,0,31.223,12.0,52.423,52.87,51.976,0.107,0.108,0.107,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95257:Q14957,0.11460883431322023,0.686,O95257,Q14957,0.19,0.24,0.44,62.49,25.719,0.27,0.0,0,30.757,12.0,76.494,82.486,70.502,0.117,0.112,0.123,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95298:Q13753,0.058691867182427415,0.636,O95298,Q13753,0.21,0.234,0.33,69.74,28.349,0.27,0.0,0,30.535,12.0,66.426,62.322,70.53,0.167,0.17,0.163,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95154:P51959,0.17039366054869517,0.73,O95154,P51959,0.16,0.232,0.52,76.6,18.207,0.27,0.0,0,27.385,12.0,64.839,56.173,73.505,0.147,0.151,0.143,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95154:P49759,0.45998109466056614,0.886,O95154,P49759,0.83,0.814,0.75,78.01,13.948,0.9,0.364,176977,15.305,7.63,79.544,87.947,71.141,0.656,0.665,0.647,0.115,0,-1,non-interacting pairs,not found in same PDB complex,False
O95006:Q969H6,0.07047169926103844,0.667,O95006,Q969H6,0.12,0.21,0.57,70.6,18.236,0.23,0.0,0,28.644,12.0,64.287,60.791,67.783,0.129,0.126,0.133,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95237:Q9Y577,0.07602196823569056,0.667,O95237,Q9Y577,0.16,0.21,0.41,71.62,23.647,0.27,0.0,0,29.631,12.0,62.226,55.319,69.134,0.141,0.152,0.13,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95297:Q99590,0.3215911130683089,0.822,O95297,Q99590,0.27,0.262,0.23,42.23,30.735,0.67,0.084,478,31.065,10.995,72.144,67.969,76.318,0.218,0.216,0.22,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
O95267:Q8IWL3,0.0799547649933509,0.667,O95267,Q8IWL3,0.27,0.304,0.44,63.04,25.29,0.47,0.0,0,28.53,12.0,59.279,53.902,64.657,0.171,0.169,0.172,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95104:P06733,0.4629169286931,0.886,O95104,P06733,0.17,0.21,0.37,60.19,28.528,0.48,0.0,0,31.151,12.0,90.091,88.942,91.24,0.105,0.108,0.102,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95169:Q16537,0.03931680081821999,0.636,O95169,Q16537,0.1,0.194,0.57,78.31,20.268,0.31,0.0,0,30.766,12.0,84.026,87.196,80.856,0.11,0.109,0.111,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95147:Q86WW8,0.28111397642641084,0.802,O95147,Q86WW8,0.23,0.318,0.67,74.79,13.771,0.41,0.008,4,21.687,11.9,74.335,79.226,69.444,0.271,0.285,0.257,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
O95198:Q9UN66,0.2936209297962389,0.802,O95198,Q9UN66,0.33,0.332,0.34,75.23,25.688,0.4,0.015,4,31.129,11.825,75.999,78.159,73.839,0.15,0.155,0.146,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95156:P0DMV9,0.26504558966016967,0.785,O95156,P0DMV9,0.25,0.3,0.5,71.69,22.769,0.38,0.0,0,28.113,12.0,68.316,74.289,62.344,0.196,0.21,0.182,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O95251:Q6PH85,0.23526126371554393,0.778,O95251,Q6PH85,0.15,0.198,0.39,67.46,25.268,0.32,0.0,0,29.841,12.0,81.252,81.67,80.834,0.133,0.143,0.123,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95299:Q13201,0.1402607400915666,0.714,O95299,Q13201,0.17,0.198,0.31,60.6,29.538,0.36,0.0,0,31.307,12.0,73.712,82.264,65.16,0.108,0.101,0.115,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95239:Q15528,0.37480298296575887,0.855,O95239,Q15528,0.18,0.216,0.36,66.55,27.927,0.36,0.0,0,31.41,12.0,83.889,82.083,85.695,0.098,0.096,0.099,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95297:Q14678,0.3132115276745297,0.812,O95297,Q14678,0.24,0.25,0.29,51.22,30.081,0.58,0.0,0,30.935,12.0,65.348,48.522,82.174,0.146,0.151,0.141,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95147:Q9BZF3,0.5166714181376301,0.9,O95147,Q9BZF3,0.26,0.29,0.41,66.39,25.913,0.45,0.004,1,29.05,11.95,70.069,65.567,74.57,0.19,0.194,0.185,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O95299:Q86Y38,0.1842892000869152,0.74,O95299,Q86Y38,0.35,0.398,0.59,74.34,21.07,0.5,0.0,0,28.162,12.0,56.858,71.998,41.718,0.165,0.178,0.152,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95158:Q71DI3,0.1495819885581892,0.714,O95158,Q71DI3,0.29,0.304,0.36,53.71,25.877,0.59,0.165,1535,28.215,10.016,73.243,79.668,66.819,0.551,0.549,0.553,0.053,0,-1,non-interacting pairs,not found in same PDB complex,False
O95229:Q96SW2,0.12410787013131262,0.706,O95229,Q96SW2,0.39,0.432,0.6,77.39,20.862,0.64,0.201,8756,28.18,9.585,81.861,69.983,93.738,0.655,0.682,0.629,0.149,0,-1,non-interacting pairs,not found in same PDB complex,False
O95149:P21730,0.17589286280944405,0.73,O95149,P21730,0.24,0.286,0.47,66.65,20.598,0.34,0.028,316,26.931,11.668,59.91,59.093,60.726,0.261,0.281,0.241,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
O95251:Q9P2T1,0.2166399368685803,0.759,O95251,Q9P2T1,0.2,0.234,0.37,64.11,24.86,0.34,0.0,0,29.377,12.0,58.891,68.533,49.25,0.124,0.12,0.128,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95255:P63146,0.04348162727796405,0.636,O95255,P63146,0.21,0.308,0.7,75.9,17.928,0.34,0.0,0,30.684,12.0,69.526,62.343,76.71,0.111,0.106,0.115,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16559:Q9Y605,0.24253536515684948,0.778,Q16559,Q9Y605,0.22,0.246,0.35,57.5,22.296,0.49,0.073,288,25.216,11.12,70.712,70.569,70.855,0.288,0.293,0.283,0.016,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16611:Q5TIE3,0.0520686011788912,0.636,Q16611,Q5TIE3,0.21,0.278,0.55,58.15,24.556,0.44,0.0,0,30.663,12.0,61.52,75.636,47.404,0.155,0.159,0.151,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16611:Q8TCB0,0.11048599839015305,0.686,Q16611,Q8TCB0,0.14,0.21,0.49,74.4,21.137,0.24,0.0,0,30.395,12.0,62.522,55.822,69.222,0.117,0.116,0.117,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16613:Q9P127,0.18440138720030147,0.74,Q16613,Q9P127,0.28,0.302,0.39,53.9,26.156,0.6,0.138,1756,29.55,10.341,63.577,79.142,48.012,0.42,0.375,0.466,0.027,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16559:Q6ZRY4,0.056859131592892076,0.636,Q16559,Q6ZRY4,0.1,0.142,0.31,56.84,26.11,0.42,0.0,0,30.081,12.0,77.98,69.055,86.906,0.14,0.151,0.128,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16557:Q16655,0.0459641270123944,0.636,Q16557,Q16655,0.12,0.186,0.45,75.25,21.049,0.34,0.0,0,30.394,12.0,67.464,94.975,39.953,0.235,0.265,0.205,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16552:Q9H239,0.08040349754569498,0.667,Q16552,Q9H239,0.18,0.234,0.45,68.87,21.586,0.31,0.0,0,29.341,12.0,73.531,69.017,78.044,0.157,0.16,0.153,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16633:Q86WC6,0.1968462293413567,0.759,Q16633,Q86WC6,0.2,0.236,0.38,55.58,26.148,0.55,0.024,184,29.056,11.709,66.951,45.3,88.603,0.259,0.251,0.267,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16637:Q5U5Q3,0.13529026006793118,0.706,Q16637,Q5U5Q3,0.18,0.19,0.23,51.92,29.571,0.52,0.013,25,30.646,11.838,72.117,65.838,78.397,0.228,0.231,0.226,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
Q16594:Q6JVE9,0.14477677271891687,0.714,Q16594,Q6JVE9,0.24,0.272,0.4,54.46,25.225,0.51,0.057,294,28.176,11.313,56.629,42.417,70.841,0.295,0.299,0.291,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
O95295:Q9UBY9,0.12281331277059512,0.706,O95295,Q9UBY9,0.06,0.106,0.29,62.97,24.874,0.31,0.0,0,30.485,12.0,81.1,85.372,76.828,0.113,0.12,0.106,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95257:Q96AP7,0.13982943464996248,0.714,O95257,Q96AP7,0.12,0.182,0.43,70.39,23.901,0.34,0.0,0,30.058,12.0,84.781,86.082,83.481,0.12,0.121,0.118,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O95257:Q86YI8,0.125301080567511,0.706,O95257,Q86YI8,0.33,0.34,0.38,56.44,25.504,0.58,0.193,2056,28.461,9.686,77.812,88.317,67.306,0.462,0.466,0.458,0.04,0,-1,non-interacting pairs,not found in same PDB complex,False
O95298:Q53G59,0.06405915007203417,0.636,O95298,Q53G59,0.26,0.314,0.53,78.52,18.238,0.36,0.101,2978,27.028,10.786,70.901,56.5,85.301,0.351,0.398,0.303,0.024,0,-1,non-interacting pairs,not found in same PDB complex,False
O95299:Q5VXU3,0.0820458740312503,0.667,O95299,Q5VXU3,0.12,0.188,0.46,61.06,23.425,0.29,0.0,0,29.632,12.0,46.357,49.973,42.741,0.14,0.133,0.146,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O95299:P55039,0.1577475752067184,0.73,O95299,P55039,0.31,0.356,0.54,73.4,18.624,0.39,0.012,7,23.891,11.857,57.688,63.844,51.532,0.308,0.281,0.334,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
