ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,LIA_std,LIA_median,LIA_top5_avg,LIA_top10_avg,LIA_percentage,SLIRS,SLIRS_area,SLIRS_std,SLIRS_median,SLIRS_top5_avg,SLIRS_top10_avg,SLIRS_percentage,SC_LIS,SC_LIS_area,ICS_bin,ICS_log,mean_interface,compactness,total_interface_weight,LIP,PWID,ZIES,global_mean,global_std,interface_mean_z,ZCP,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
O60609:Q16656,0.20032958034881537,0.759,O60609,Q16656,0.63,0.592,0.44,63.23,24.633,0.69,0.334,12736,28.907,7.99,0.188,0.35,0.757,0.748,3.165,0.031,12626.229,0.153,0.0,1.088,1.087,3.138,0.02,8019.897,1.0,0.027,0.032,0.829,12888.394,4.456,0.005,-0.401,0.01,0.093,-0.109,-0.109,81.249,85.242,77.256,0.768,0.746,0.79,0.222,0,-1,non-interacting pairs,not found in same PDB complex,False
O60412:Q9Y577,0.06324045339900744,0.636,O60412,Q9Y577,0.19,0.24,0.44,74.13,21.884,0.28,0.0,0,28.01,12.0,0.0,0.0,0.0,0.0,0.0,0.002,474.707,0.004,0.0,0.092,0.089,0.156,0.0,0.0,0.0,0.0,0.002,0.0,477.163,0.0,0.0,-0.583,0.012,0.103,-0.119,-0.119,63.708,58.824,68.593,0.203,0.2,0.205,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O60671:Q5SRH9,0.07691724268660424,0.667,O60671,Q5SRH9,0.4,0.442,0.61,75.47,17.243,0.47,0.047,106,24.763,11.431,0.03,0.042,0.105,0.1,0.031,0.007,2555.732,0.023,0.002,0.508,0.497,0.739,0.0,35.162,1.0,0.0,0.008,0.022,2712.044,2.198,0.0,-0.809,0.012,0.101,-0.113,-0.113,58.684,72.245,45.123,0.332,0.332,0.332,0.016,0,-1,non-interacting pairs,not found in same PDB complex,False
O60609:Q8WV16,0.11760400375098445,0.686,O60609,Q8WV16,0.45,0.478,0.59,68.28,19.254,0.56,0.07,8566,22.655,11.162,0.049,0.058,0.263,0.255,2.163,0.081,32140.889,0.139,0.008,0.893,0.882,8.116,0.015,6045.087,1.0,0.013,0.077,0.168,30564.396,4.566,0.001,-0.522,0.011,0.096,-0.11,-0.11,71.036,68.561,73.511,0.412,0.413,0.41,0.026,0,-1,non-interacting pairs,not found in same PDB complex,False
O60478:Q9BYV2,0.12382337006053588,0.706,O60478,Q9BYV2,0.31,0.334,0.43,66.74,24.521,0.46,0.014,3,28.974,11.833,0.022,0.017,0.028,0.028,0.001,0.007,1885.843,0.027,0.0,0.56,0.526,0.66,0.0,2.121,1.0,0.0,0.007,0.001,1901.453,0.549,0.0,-0.456,0.012,0.099,-0.115,-0.115,55.105,42.834,67.376,0.196,0.195,0.197,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O60671:Q9HCG1,0.14182215973117832,0.714,O60671,Q9HCG1,0.32,0.322,0.33,61.31,27.964,0.42,0.049,105,30.683,11.415,0.058,0.067,0.213,0.197,0.023,0.001,316.294,0.01,0.0,0.633,0.608,0.069,0.0,42.293,1.0,0.0,0.001,0.158,407.207,1.074,0.0,-0.316,0.008,0.083,-0.091,-0.091,63.907,72.88,54.934,0.145,0.145,0.145,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O60341:Q13351,0.5905953672797181,0.932,O60341,Q13351,0.23,0.302,0.59,66.23,22.664,0.49,0.076,140,30.092,11.091,0.048,0.05,0.207,0.18,0.023,0.001,848.491,0.014,0.0,0.658,0.633,0.138,0.0,66.172,1.0,0.0,0.002,0.083,988.551,2.173,0.0,-0.636,0.008,0.081,-0.081,-0.081,73.163,93.427,52.898,0.162,0.176,0.149,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O60671:P31942,0.5095720552229718,0.9,O60671,P31942,0.49,0.486,0.47,70.02,23.901,0.62,0.208,1869,29.86,9.506,0.133,0.275,0.548,0.539,0.958,0.009,1819.557,0.076,0.0,0.964,0.962,0.932,0.005,894.646,1.0,0.008,0.01,0.742,2010.598,4.494,0.001,-0.52,0.015,0.113,-0.122,-0.122,79.899,92.265,67.532,0.187,0.195,0.18,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O60500:Q9Y2W6,0.3779951974043791,0.855,O60500,Q9Y2W6,0.18,0.208,0.32,68.31,27.898,0.32,0.0,0,31.331,12.0,0.0,0.0,0.0,0.0,0.0,0.0,82.939,0.0,0.0,0.001,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,93.169,0.0,0.0,-0.325,0.005,0.065,-0.077,-0.077,79.655,82.923,76.386,0.098,0.099,0.097,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O60671:P36507,0.13939238308854307,0.714,O60671,P36507,0.25,0.302,0.51,72.88,18.933,0.36,0.0,0,26.201,12.0,0.0,0.0,0.0,0.0,0.0,0.002,541.002,0.005,0.001,0.205,0.183,0.24,0.0,0.0,0.0,0.0,0.002,0.0,556.896,0.0,0.0,-0.714,0.015,0.114,-0.126,-0.126,61.423,77.459,45.387,0.198,0.207,0.189,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O60359:Q96CB9,0.1641194760889314,0.73,O60359,Q96CB9,0.37,0.41,0.57,71.67,19.601,0.51,0.175,2781,25.516,9.905,0.146,0.2,0.642,0.629,1.15,0.019,4680.16,0.083,0.001,0.979,0.977,1.935,0.005,1232.831,1.0,0.009,0.02,0.432,4908.121,3.934,0.001,-0.653,0.014,0.11,-0.123,-0.123,63.0,44.537,81.463,0.335,0.369,0.301,0.019,0,-1,non-interacting pairs,not found in same PDB complex,False
O60609:P56199,0.10837363071495752,0.686,O60609,P56199,0.18,0.238,0.47,71.48,24.979,0.27,0.0,0,30.981,12.0,0.0,0.0,0.0,0.0,0.0,0.0,70.254,0.0,0.0,0.001,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,76.298,0.0,0.0,-0.463,0.007,0.073,-0.088,-0.088,59.139,58.157,60.122,0.101,0.101,0.101,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O60516:P06396,0.18923066195708793,0.74,O60516,P06396,0.18,0.296,0.76,81.05,14.276,0.37,0.0,0,29.398,12.0,0.0,0.0,0.0,0.0,0.0,0.004,637.689,0.022,0.0,0.381,0.373,0.408,0.0,0.0,0.0,0.0,0.005,0.0,755.522,0.0,0.0,-1.288,0.011,0.101,-0.105,-0.105,62.095,37.438,86.751,0.225,0.246,0.203,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
O60603:Q8NGT1,0.19381402999266065,0.74,O60603,Q8NGT1,0.3,0.354,0.57,76.75,20.117,0.37,0.0,0,26.228,12.0,0.0,0.0,0.0,0.0,0.0,0.003,1341.696,0.005,0.001,0.179,0.156,0.271,0.0,0.0,0.0,0.0,0.003,0.0,1291.746,0.0,0.0,-0.667,0.009,0.089,-0.102,-0.102,73.929,78.215,69.644,0.19,0.196,0.184,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O60603:Q16543,0.11046671178868124,0.686,O60603,Q16543,0.18,0.25,0.53,75.71,22.957,0.29,0.0,0,29.833,12.0,0.0,0.0,0.0,0.0,0.0,0.0,198.049,0.001,0.0,0.011,0.011,0.033,0.0,0.0,0.0,0.0,0.0,0.0,189.198,0.0,0.0,-0.575,0.009,0.085,-0.097,-0.097,65.967,88.52,43.414,0.125,0.124,0.125,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O60437:P62318,0.31079895870184177,0.812,O60437,P62318,0.21,0.236,0.34,71.68,28.649,0.29,0.0,0,31.166,12.0,0.0,0.0,0.0,0.0,0.0,0.0,31.145,0.0,0.0,0.002,0.002,0.007,0.0,0.0,0.0,0.0,0.0,0.0,35.756,0.0,0.0,-0.279,0.005,0.066,-0.071,-0.071,56.4,66.14,46.66,0.101,0.102,0.101,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O60671:P31751,0.2641163764263499,0.785,O60671,P31751,0.37,0.388,0.46,71.35,21.426,0.44,0.0,0,29.639,12.0,0.0,0.0,0.0,0.0,0.0,0.001,184.958,0.006,0.0,0.321,0.296,0.068,0.0,0.0,0.0,0.0,0.001,0.0,221.114,0.0,0.0,-0.637,0.013,0.106,-0.121,-0.121,69.361,83.327,55.394,0.139,0.143,0.134,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O60671:Q9Y5Y6,0.2275037846214838,0.778,O60671,Q9Y5Y6,0.26,0.318,0.55,77.83,20.759,0.36,0.0,0,30.689,12.0,0.0,0.0,0.0,0.0,0.0,0.0,146.56,0.003,0.0,0.194,0.184,0.03,0.0,0.0,0.0,0.0,0.0,0.0,170.631,0.0,0.0,-0.728,0.009,0.087,-0.102,-0.102,75.382,84.092,66.671,0.146,0.14,0.152,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O60671:P36507,0.12577535254908614,0.706,O60671,P36507,0.19,0.252,0.5,72.15,19.518,0.31,0.0,0,27.133,12.0,0.0,0.0,0.0,0.0,0.0,0.001,276.892,0.003,0.0,0.085,0.079,0.123,0.0,0.0,0.0,0.0,0.001,0.0,287.596,0.0,0.0,-0.703,0.015,0.114,-0.126,-0.126,57.746,76.02,39.473,0.175,0.18,0.171,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O60636:P42773,0.06806974528783238,0.636,O60636,P42773,0.2,0.258,0.49,72.49,17.225,0.26,0.0,0,24.376,12.0,0.0,0.0,0.0,0.0,0.0,0.016,1167.41,0.045,0.002,0.514,0.501,1.572,0.0,0.0,0.0,0.0,0.015,0.0,1143.399,0.0,0.0,-0.735,0.028,0.152,-0.175,-0.175,68.927,65.377,72.477,0.252,0.269,0.236,0.014,0,-1,non-interacting pairs,not found in same PDB complex,False
O60603:Q96LM5,0.24819523404028862,0.785,O60603,Q96LM5,0.17,0.252,0.58,70.42,21.141,0.31,0.0,0,29.829,12.0,0.0,0.0,0.0,0.0,0.0,0.0,58.222,0.0,0.0,0.007,0.006,0.02,0.0,0.0,0.0,0.0,0.0,0.0,72.424,0.0,0.0,-0.696,0.01,0.092,-0.104,-0.104,63.904,90.197,37.61,0.14,0.141,0.139,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O60356:P48039,0.1732793208823701,0.73,O60356,P48039,0.14,0.246,0.67,73.95,16.097,0.38,0.0,0,28.101,12.0,0.0,0.0,0.0,0.0,0.0,0.001,57.503,0.002,0.0,0.066,0.061,0.1,0.0,0.0,0.0,0.0,0.001,0.0,66.024,0.0,0.0,-0.981,0.022,0.142,-0.151,-0.151,66.329,58.383,74.274,0.173,0.156,0.189,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O60516:Q9H492,0.05688494146382975,0.636,O60516,Q9H492,0.19,0.252,0.5,64.15,20.955,0.47,0.212,797,28.555,9.453,0.139,0.3,0.537,0.524,3.293,0.029,710.201,0.131,0.0,0.961,0.957,2.935,0.014,347.34,1.0,0.027,0.035,0.768,836.099,4.173,0.004,-0.615,0.038,0.169,-0.211,-0.211,71.116,53.85,88.382,0.567,0.63,0.504,0.081,0,-1,non-interacting pairs,not found in same PDB complex,False
O60637:Q13564,0.04674494914160996,0.636,O60637,Q13564,0.21,0.3,0.66,82.4,16.498,0.31,0.0,0,28.099,12.0,0.0,0.0,0.0,0.0,0.0,0.002,553.356,0.011,0.0,0.373,0.348,0.205,0.0,0.0,0.0,0.0,0.002,0.0,570.55,0.0,0.0,-0.982,0.013,0.109,-0.122,-0.122,72.26,51.923,92.596,0.254,0.248,0.261,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
O60609:Q92925,0.23895547822501426,0.778,O60609,Q92925,0.47,0.476,0.5,68.07,23.155,0.61,0.055,4174,25.925,11.34,0.042,0.042,0.26,0.249,0.983,0.043,18413.978,0.107,0.0,0.89,0.882,4.335,0.007,3050.961,1.0,0.006,0.042,0.137,17730.797,4.129,0.0,-0.398,0.009,0.091,-0.1,-0.1,72.296,61.224,83.368,0.4,0.413,0.387,0.027,0,-1,non-interacting pairs,not found in same PDB complex,False
O60341:Q9NWW9,0.423733332850391,0.871,O60341,Q9NWW9,0.49,0.534,0.71,78.39,16.828,0.64,0.154,10157,23.188,10.153,0.146,0.108,0.585,0.576,3.679,0.092,25324.605,0.182,0.004,1.065,1.062,9.174,0.028,7853.429,1.0,0.026,0.082,0.312,22771.887,4.183,0.003,-0.772,0.01,0.094,-0.097,-0.097,78.231,80.429,76.032,0.403,0.379,0.426,0.03,0,-1,non-interacting pairs,not found in same PDB complex,False
O60609:Q9UNF0,0.1776406092538329,0.74,O60609,Q9UNF0,0.2,0.242,0.41,69.35,24.568,0.38,0.0,0,30.075,12.0,0.0,0.0,0.0,0.0,0.0,0.0,109.377,0.001,0.0,0.036,0.031,0.028,0.0,0.0,0.0,0.0,0.0,0.0,107.614,0.0,0.0,-0.518,0.01,0.096,-0.104,-0.104,75.329,74.439,76.218,0.163,0.179,0.146,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O60603:Q8NGT1,0.22484565576421114,0.778,O60603,Q8NGT1,0.26,0.32,0.56,76.31,20.579,0.34,0.0,0,27.314,12.0,0.0,0.0,0.0,0.0,0.0,0.001,601.837,0.003,0.0,0.097,0.085,0.121,0.0,0.0,0.0,0.0,0.001,0.0,581.904,0.0,0.0,-0.667,0.009,0.089,-0.102,-0.102,73.222,78.598,67.846,0.158,0.165,0.151,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O60671:P04035,0.08392967301634396,0.667,O60671,P04035,0.21,0.252,0.42,70.85,25.031,0.32,0.0,0,30.561,12.0,0.0,0.0,0.0,0.0,0.0,0.0,56.934,0.0,0.0,0.017,0.016,0.011,0.0,0.0,0.0,0.0,0.0,0.0,63.367,0.0,0.0,-0.517,0.009,0.085,-0.099,-0.099,67.568,87.909,47.226,0.131,0.131,0.13,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O60609:Q9P2K5,0.41396220405884565,0.871,O60609,Q9P2K5,0.22,0.256,0.4,62.67,26.849,0.45,0.0,0,30.057,12.0,0.0,0.0,0.0,0.0,0.0,0.0,131.277,0.001,0.0,0.044,0.04,0.027,0.0,0.0,0.0,0.0,0.0,0.0,129.559,0.0,0.0,-0.376,0.009,0.087,-0.097,-0.097,80.038,79.225,80.851,0.128,0.136,0.12,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O60404:P62269,0.0,0.0,O60404,P62269,0.08,0.168,0.52,72.99,19.284,0.21,0.0,0,30.619,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.176,0.0,0.0,0.001,0.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,9.412,0.0,0.0,-0.855,0.021,0.13,-0.161,-0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0,-1,non-interacting pairs,not found in same PDB complex,False
O60431:P62166,0.14655166800270786,0.714,O60431,P62166,0.25,0.318,0.59,71.66,17.032,0.37,0.063,763,23.764,11.24,0.058,0.117,0.245,0.236,0.566,0.011,1532.854,0.044,0.003,0.61,0.603,1.136,0.002,248.162,1.0,0.004,0.014,0.272,1836.069,2.555,0.0,-0.784,0.019,0.124,-0.139,-0.139,54.66,50.503,58.816,0.269,0.278,0.259,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P33681:Q13489,0.1381380773245464,0.706,P33681,Q13489,0.16,0.188,0.3,64.38,26.236,0.29,0.0,0,30.117,12.0,0.0,0.0,0.0,0.0,0.0,0.0,62.067,0.001,0.0,0.158,0.125,0.018,0.0,0.0,0.0,0.0,0.0,0.0,71.447,0.0,0.0,-0.347,0.011,0.095,-0.107,-0.107,53.361,44.891,61.83,0.133,0.129,0.136,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P33681:Q96MH6,0.11549698840013738,0.686,P33681,Q96MH6,0.14,0.2,0.44,73.04,22.416,0.29,0.0,0,29.587,12.0,0.0,0.0,0.0,0.0,0.0,0.0,45.643,0.0,0.0,0.005,0.004,0.024,0.0,0.0,0.0,0.0,0.0,0.0,44.654,0.0,0.0,-0.614,0.016,0.118,-0.134,-0.134,83.219,84.688,81.751,0.13,0.123,0.136,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P32927:Q9Y6P5,0.10225397571913224,0.686,P32927,Q9Y6P5,0.18,0.22,0.38,62.52,26.837,0.41,0.0,0,30.903,12.0,0.0,0.0,0.0,0.0,0.0,0.0,74.849,0.0,0.0,0.002,0.002,0.008,0.0,0.0,0.0,0.0,0.0,0.0,81.811,0.0,0.0,-0.408,0.006,0.072,-0.082,-0.082,58.014,50.495,65.534,0.113,0.11,0.116,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P32927:Q9BS26,0.19719578841385513,0.759,P32927,Q9BS26,0.18,0.214,0.35,65.39,27.055,0.41,0.0,0,31.177,12.0,0.0,0.0,0.0,0.0,0.0,0.0,48.566,0.0,0.0,0.006,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,54.559,0.0,0.0,-0.41,0.006,0.075,-0.082,-0.082,80.325,75.271,85.379,0.107,0.1,0.113,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P33991:P80162,0.0566704097190172,0.636,P33991,P80162,0.17,0.236,0.5,64.61,22.651,0.33,0.0,0,30.164,12.0,0.0,0.0,0.0,0.0,0.0,0.0,34.555,0.0,0.0,0.01,0.008,0.018,0.0,0.0,0.0,0.0,0.0,0.0,39.497,0.0,0.0,-0.527,0.01,0.088,-0.107,-0.107,65.577,76.864,54.289,0.148,0.157,0.139,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P33993:Q13291,0.09423765598411638,0.667,P33993,Q13291,0.18,0.244,0.5,69.87,22.996,0.31,0.0,0,30.832,12.0,0.0,0.0,0.0,0.0,0.0,0.0,52.572,0.001,0.0,0.068,0.055,0.011,0.0,0.0,0.0,0.0,0.0,0.0,59.506,0.0,0.0,-0.592,0.009,0.086,-0.102,-0.102,65.851,77.072,54.63,0.137,0.145,0.129,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P33981:P42677,0.1643422117692418,0.73,P33981,P42677,0.26,0.282,0.37,59.33,27.022,0.5,0.0,0,29.76,12.0,0.0,0.0,0.0,0.0,0.0,0.001,112.251,0.003,0.0,0.086,0.079,0.078,0.0,0.0,0.0,0.0,0.001,0.0,112.117,0.0,0.0,-0.365,0.009,0.086,-0.093,-0.093,72.411,82.463,62.359,0.167,0.152,0.181,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P32780:Q9UBL3,0.03209699910969144,0.636,P32780,Q9UBL3,0.14,0.178,0.33,68.82,26.824,0.32,0.0,0,30.86,12.0,0.0,0.0,0.0,0.0,0.0,0.0,59.375,0.0,0.0,0.001,0.001,0.009,0.0,0.0,0.0,0.0,0.0,0.0,63.346,0.0,0.0,-0.368,0.008,0.078,-0.096,-0.096,86.021,79.19,92.852,0.121,0.117,0.124,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P33316:Q9UNA4,0.23321906054025415,0.778,P33316,Q9UNA4,0.18,0.228,0.42,64.27,26.458,0.45,0.0,0,31.092,12.0,0.0,0.0,0.0,0.0,0.0,0.0,29.532,0.0,0.0,0.014,0.013,0.008,0.0,0.0,0.0,0.0,0.0,0.0,32.318,0.0,0.0,-0.435,0.008,0.086,-0.094,-0.094,80.519,92.167,68.871,0.118,0.129,0.107,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P33402:Q9BPX6,0.10974133752935156,0.686,P33402,Q9BPX6,0.34,0.348,0.38,66.46,25.325,0.47,0.084,924,29.948,10.989,0.056,0.067,0.347,0.314,0.133,0.003,1867.401,0.029,0.0,0.885,0.864,0.268,0.001,542.339,1.0,0.001,0.003,0.284,1989.427,3.614,0.0,-0.437,0.008,0.08,-0.096,-0.096,57.99,54.113,61.866,0.27,0.274,0.266,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
P33151:Q71UI9,0.06171549574122838,0.636,P33151,Q71UI9,0.28,0.29,0.33,65.6,26.308,0.45,0.011,6,29.77,11.867,0.012,0.021,0.025,0.022,0.003,0.001,213.41,0.009,0.0,0.479,0.46,0.106,0.0,2.728,1.0,0.0,0.001,0.013,252.77,0.0,0.0,-0.377,0.01,0.089,-0.098,-0.098,56.774,45.192,68.356,0.187,0.182,0.192,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P32780:Q6P4Q7,0.13600501284057553,0.706,P32780,Q6P4Q7,0.38,0.386,0.41,67.85,25.641,0.5,0.162,4895,28.083,10.052,0.123,0.125,0.548,0.534,0.576,0.011,9392.008,0.065,0.0,1.018,1.009,1.106,0.004,3102.772,1.0,0.004,0.011,0.351,9719.211,3.519,0.0,-0.291,0.007,0.075,-0.092,-0.092,69.595,58.155,81.035,0.422,0.449,0.395,0.029,0,-1,non-interacting pairs,not found in same PDB complex,False
P32780:Q9NZK5,0.13773986333884677,0.706,P32780,Q9NZK5,0.12,0.196,0.5,78.28,23.023,0.29,0.0,0,31.003,12.0,0.0,0.0,0.0,0.0,0.0,0.0,45.068,0.0,0.0,0.001,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,43.897,0.0,0.0,-0.586,0.009,0.09,-0.1,-0.1,79.612,70.922,88.301,0.101,0.104,0.099,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P33991:Q9H341,0.020655905000619364,0.559,P33991,Q9H341,0.15,0.204,0.42,66.85,24.372,0.27,0.0,0,30.464,12.0,0.0,0.0,0.0,0.0,0.0,0.0,58.588,0.0,0.0,0.001,0.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,63.134,0.0,0.0,-0.484,0.008,0.081,-0.102,-0.102,74.905,75.915,73.895,0.119,0.124,0.113,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P32927:Q92541,0.13046318924701006,0.706,P32927,Q92541,0.19,0.22,0.34,56.23,29.193,0.24,0.0,0,31.273,12.0,0.0,0.0,0.0,0.0,0.0,0.0,115.977,0.0,0.0,0.02,0.018,0.009,0.0,0.0,0.0,0.0,0.0,0.0,132.603,0.0,0.0,-0.262,0.005,0.064,-0.083,-0.083,66.75,89.087,44.412,0.121,0.13,0.112,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P33402:Q5T2W1,0.1445232840574914,0.714,P33402,Q5T2W1,0.25,0.27,0.35,68.27,26.566,0.36,0.066,142,30.944,11.208,0.057,0.058,0.243,0.21,0.019,0.001,455.893,0.013,0.0,0.727,0.697,0.06,0.0,72.108,1.0,0.0,0.001,0.166,513.145,2.803,0.0,-0.397,0.008,0.079,-0.097,-0.097,72.534,64.837,80.231,0.319,0.315,0.322,0.018,0,-1,non-interacting pairs,not found in same PDB complex,False
P32927:Q5SQ80,0.07197719145178862,0.667,P32927,Q5SQ80,0.26,0.278,0.35,62.29,28.552,0.48,0.091,327,30.632,10.904,0.06,0.058,0.257,0.233,0.022,0.001,1461.102,0.015,0.0,0.87,0.858,0.099,0.0,217.299,1.0,0.0,0.001,0.137,1443.778,1.175,0.0,-0.281,0.005,0.065,-0.072,-0.072,57.074,46.069,68.079,0.152,0.142,0.162,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P32780:Q9NP78,0.02093600400707804,0.559,P32780,Q9NP78,0.2,0.248,0.44,71.85,24.342,0.34,0.0,0,30.061,12.0,0.0,0.0,0.0,0.0,0.0,0.0,123.538,0.0,0.0,0.005,0.005,0.015,0.0,0.0,0.0,0.0,0.0,0.0,130.113,0.0,0.0,-0.449,0.007,0.078,-0.092,-0.092,77.8,63.22,92.38,0.139,0.139,0.139,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P33681:Q08708,0.10992374829942679,0.686,P33681,Q08708,0.16,0.22,0.46,69.01,22.827,0.41,0.0,0,27.868,12.0,0.0,0.0,0.0,0.0,0.0,0.006,790.606,0.02,0.0,0.3,0.288,0.613,0.0,0.0,0.0,0.0,0.006,0.0,747.825,0.0,0.0,-0.526,0.017,0.126,-0.133,-0.133,64.206,85.117,43.295,0.213,0.225,0.202,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P33681:Q13489,0.1381380773245464,0.706,P33681,Q13489,0.16,0.188,0.3,64.38,26.236,0.29,0.0,0,30.117,12.0,0.0,0.0,0.0,0.0,0.0,0.0,62.067,0.001,0.0,0.158,0.125,0.018,0.0,0.0,0.0,0.0,0.0,0.0,71.447,0.0,0.0,-0.347,0.011,0.095,-0.107,-0.107,53.361,44.891,61.83,0.133,0.129,0.136,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P11908:Q8WUA2,0.17971421705009402,0.74,P11908,Q8WUA2,0.28,0.312,0.44,67.5,24.13,0.42,0.0,0,28.399,12.0,0.0,0.0,0.0,0.0,0.0,0.001,417.459,0.003,0.0,0.066,0.062,0.133,0.0,0.0,0.0,0.0,0.001,0.0,410.667,0.0,0.0,-0.502,0.012,0.099,-0.116,-0.116,79.846,73.698,85.995,0.187,0.198,0.175,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P11940:Q9Y376,0.19406045639622885,0.74,P11940,Q9Y376,0.27,0.296,0.4,72.76,25.895,0.4,0.0,0,30.345,12.0,0.0,0.0,0.0,0.0,0.0,0.0,83.868,0.001,0.0,0.139,0.114,0.019,0.0,0.0,0.0,0.0,0.0,0.0,86.292,0.0,0.0,-0.436,0.01,0.093,-0.101,-0.101,74.514,64.663,84.364,0.141,0.132,0.15,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P12755:Q13291,0.24901760068998927,0.785,P12755,Q13291,0.2,0.218,0.29,62.74,28.407,0.51,0.0,0,30.865,12.0,0.0,0.0,0.0,0.0,0.0,0.0,80.765,0.001,0.0,0.028,0.026,0.017,0.0,0.0,0.0,0.0,0.0,0.0,84.796,0.0,0.0,-0.306,0.008,0.081,-0.091,-0.091,75.845,76.277,75.412,0.122,0.112,0.131,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P12814:Q96PT4,0.1836719899929021,0.74,P12814,Q96PT4,0.14,0.198,0.43,75.04,23.626,0.25,0.0,0,30.846,12.0,0.0,0.0,0.0,0.0,0.0,0.0,30.175,0.0,0.0,0.006,0.006,0.009,0.0,0.0,0.0,0.0,0.0,0.0,33.513,0.0,0.0,-0.453,0.009,0.089,-0.095,-0.095,72.855,78.621,67.088,0.117,0.125,0.11,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P12645:Q9HAU4,0.242519255350203,0.778,P12645,Q9HAU4,0.17,0.2,0.32,64.5,27.258,0.3,0.0,0,30.866,12.0,0.0,0.0,0.0,0.0,0.0,0.0,56.739,0.0,0.0,0.006,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,65.549,0.0,0.0,-0.356,0.008,0.079,-0.094,-0.094,67.289,56.068,78.509,0.111,0.114,0.108,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P12814:P33151,0.5712506022927386,0.924,P12814,P33151,0.36,0.376,0.44,73.24,25.891,0.45,0.093,9754,28.021,10.888,0.069,0.075,0.447,0.419,0.697,0.016,22751.36,0.074,0.0,1.015,1.004,1.627,0.005,7249.276,1.0,0.004,0.016,0.28,21859.511,4.322,0.0,-0.304,0.006,0.07,-0.079,-0.079,80.11,87.628,72.591,0.329,0.335,0.323,0.022,0,-1,non-interacting pairs,not found in same PDB complex,False
