"ppi","gene1","gene2","co.expression","BP","CC","MF","str_label","non_struct_label","is_preppi","Total"
"P32242:P47813","OTX1","EIF1AX",-0.0376785206250732,0.144444444444444,0.402222222222222,0.719047619047619,-1,0,1,0.2024544924513
"P31947:Q9NZD4","SFN","AHSP",-0.0373825650573904,0.201904761904762,0.625,1,-1,0,1,0.82066176293598
"P32238:Q96GJ1","CCKAR","TRMT2B",0.0058674773848268,0.0916666666666667,0.2,0.151515151515152,-1,0,1,0.568004184
"P32249:Q5VZV1","GPR183","METTL21C",-0.159451759553994,0.136195286195286,0.25,0.16,-1,0,1,2.1473408
"P31947:Q6NXT1","SFN","ANKRD54",-0.0228588825802674,0.191964285714286,0.58,0.833333333333333,-1,0,1,8.2535831842464
"P31947:Q5VTQ0","SFN","TTC39B",0.37787553488665,0.139770723104056,0,1,-1,0,1,409.4989908064
"P10809:Q9BXP5","HSPD1","SRRT",0.127845819521381,0.139914450628736,0.503968253968254,0.694444444444445,-1,0,1,8.909988912
"O43818:P21728","RRP9","DRD1",-0.215697403086018,0.094542322084695,0.261904761904762,0.581547619047619,-1,0,1,2.2134555046296
"O43889:Q9Y6I9","CREB3","TEX264",0.398622769702474,0.138888888888889,0.377834467120181,0.975806451612903,-1,0,1,1.41364992
"O43809:Q8TEQ8","NUDT21","PIGO",0.577746807780493,0.1,0.333333333333333,0.142857142857143,-1,0,1,2.7714
"O43915:P07814","VEGFD","EPRS1",0.0399781846797608,0.0978379645046312,0.471739130434782,0.743055555555556,-1,0,1,7.537166208
"O43865:Q86WV6","AHCYL1","STING1",-0.192715429399391,0.0989265364265364,0.545828924162257,0.801728395061729,-1,0,1,0.604991046
"O43903:Q96DV4","GAS2","MRPL38",-0.160869908857379,0.125,0.276470588235294,1,-1,0,1,10.907486208
"O43920:Q7Z5Y7","NDUFS5","KCTD20",0.358134858538524,0.0982142857142857,0.2,1,-1,0,1,0.176355
"O43823:Q9Y294","AKAP8","ASF1A",0.39835157081487,0.149454365079365,0.509090909090909,0.941666666666667,-1,0,1,1.338918768
"O43865:Q9H095","AHCYL1","IQCG",0.0801352829562573,0.169642857142857,0.407792207792208,0.75,-1,0,1,1.739548041
"O43809:Q15545","NUDT21","TAF7",0.686289757247731,0.146936315318668,0.591776895943563,0.493809523809524,-1,0,1,1.6606454613375
"O43809:Q7L0R7","NUDT21","RNF44",0.377338729554198,0.1,0,0.846464646464646,-1,0,1,2.5554062784
"O43854:P51668","EDIL3","UBE2D1",0.0400685219902691,0.0965927590927591,0.247465437788018,0.4456419868791,-1,0,1,0.4275701297
"O43920:P82279","NDUFS5","CRB1",0.199944716087374,0.11606803690137,0.161592970521542,0.930555555555556,-1,0,1,0.2641229184
"O43865:Q9H1P6","AHCYL1","CIMIP1",0,0,0.25,1,-1,0,1,0.3569213574
"O43865:Q7Z2F6","AHCYL1","KRBOX5",0,0.2,0,1,-1,0,1,0.4653901164
"O43865:Q96F24","AHCYL1","NRBF2",-0.296533511054902,0.222222222222222,0.409722222222222,1,-1,0,1,2.407626144
"O43809:Q9H4B8","NUDT21","DPEP3",0.10365274657824,0.166666666666667,0.361111111111111,0.142857142857143,-1,0,1,1.87853346
"O43915:P36941","VEGFD","LTBR",0.274216934342505,0.16484126984127,0.7,0.875,-1,0,1,0.42607368
"O43865:Q8N6G5","AHCYL1","CSGALNACT2",-0.0664466188430852,0.13265306122449,0.416666666666667,0.801648351648352,-1,0,1,7.42014
"O43889:P0CG36","CREB3","CFC1B",-0.0143329442447183,0.154365079365079,0.5,0.625,-1,0,1,0.500963232
"P10747:Q9UP79","CD28","ADAMTS8",-0.00426328154352882,0.147222222222222,0.361111111111111,0.221230158730159,-1,0,1,0.42607368
"A0A5B6:Q9NS68","TRBV28","TNFRSF19",-0.110930202027981,0.203637566137566,1,0.29537037037037,-1,0,0,0
"A0PJE2:Q8IUQ4","DHRS12","SIAH1",0.498002217583088,0,0,0.240510204081633,-1,0,1,6.76142695701
"A0A286YF18:Q96E93","SMIM44","KLRG1",0,0.210714285714286,0.55,0.5,-1,0,0,0
"A0A1W2PRV1:O94941","TAF11L3","UBOX5",0,0.0625,0.135802469135802,0.372108843537415,-1,0,0,0
"A0AUZ9:P43629","KANSL1L","KIR3DL1",-0.125863269502029,0,0.2,0.409090909090909,-1,0,1,0.476592336
"A0A5B9:Q9BYT8","TRBC2","NLN",-0.0912547632562292,0.11969696969697,0.395238095238095,0,-1,0,1,0.5125
"A0AVT1:P31153","UBA6","MAT2A",0.538506601281961,0.133796758796759,0.444444444444444,0.842619047619048,-1,0,1,7.42014
"A0AVT1:Q8IV03","UBA6","LURAP1L",0.346266269938003,0.0909090909090909,0,1,-1,0,1,0.681717888
"A0A5B6:Q9UIV8","TRBV28","SERPINB13",-0.0229161036187716,0.13015873015873,0.242063492063492,0.175308641975309,-1,0,0,0
"A0A7P0TBJ1:O75628","HAPSTR2","REM1",0,0.0871212121212121,0.188888888888889,0.475793650793651,-1,0,0,0
"A0AVT1:P49888","UBA6","SULT1E1",0.134416936689458,0.134007936507937,0.875,0.335714285714286,-1,0,1,0.544337343
"A0AVT1:Q9UJV9","UBA6","DDX41",0.816060163429063,0.138504088504088,0.563888888888889,0.527225672877847,-1,0,1,6.8768472474702
"A0AVT1:B3SHH9","UBA6","TMEM114",0.0236086367880076,0,0.25,1,-1,0,1,0.264478005
"A0A3B3IRV3:P49841","MCTS2","GSK3B",0,0.0819236269555963,0.460126582278481,0.194532880819289,-1,0,0,0
"A0A5B6:Q8TAF8","TRBV28","LHFPL5",0.424002064974368,0.130880230880231,0.555555555555555,0.333333333333333,-1,0,0,0
"A0A5B6:Q9BWW9","TRBV28","APOL5",-0.0112568954324543,0.136904761904762,0.333333333333333,0.25,-1,0,0,0
"A0A2R8Y4L2:P04439","HNRNPA1L3","HLA-A",0,0.06833588238387,0.126395089285714,0.153508771929825,-1,0,0,0
"A0A5B6:Q9P2B7","TRBV28","CFAP97",-0.137732184962945,0,0,0,-1,0,0,0
"A0FGR9:Q16540","ESYT3","MRPL23",0.06469282143228,0.130952380952381,0.227460317460318,0.75,-1,0,1,1.719448236
"P10826:Q9NTW7","RARB","ZFP64",0.251882622673694,0.535714285714286,0.733333333333333,0.938,-1,0,1,7.1892946906368
"P10721:Q9NPD3","KIT","EXOSC4",-0.0310499439778363,0.119523358585859,0.317212301587302,0.934958791208791,-1,0,1,0.28723609025244
"P30519:Q15906","HMOX2","VPS72",0.0110071460107427,0.0999084249084249,0.28047138047138,0.870833333333333,-1,0,1,7.814802171
"P30518:P49458","AVPR2","SRP9",-0.0344567624368758,0.129411764705882,0.258333333333333,0.835714285714286,-1,0,1,0.5149961540829
"P30408:P54619","TM4SF1","PRKAG1",0.294017168304931,0.122315832315832,0.406,0.862265512265512,-1,0,1,0.293787714
"P30566:Q71DI3","ADSL","H3C15; H3C14; H3C13",0,0,0,0,-1,0,1,1.90033025
"P31153:P81277","MAT2A","PRLH",-0.0236091131218784,0.141577866577867,0.5,0.277777777777778,-1,0,1,0.95133012
"P31153:Q9UL15","MAT2A","BAG5",0.27502799154178,0.102017513736264,0.491025641025641,0.915151515151515,-1,0,1,2.287319562
"P30520:P61758","ADSS2","VBP1",0.211843177126939,0.234126984126984,0.454166666666667,0.976666666666667,-1,0,1,45.2798
"P30281:Q9BXI3","CCND3","NT5C1A",-0.169096067785396,0.125180375180375,0.916666666666667,0.360555555555555,-1,0,1,0.42607368
"P30405:Q9Y376","PPIF","CAB39",-0.108011634262359,0.147479603729604,0.382777777777778,0.875457875457876,-1,0,1,19.0604931
"P30405:Q5T2W1","PPIF","PDZK1",0.0933478689699329,0.155729166666667,0.5,0.878260869565217,-1,0,1,0.355002615
"P31153:P58005","MAT2A","SESN3",0.149360310328794,0.168981872828027,0.273333333333333,0.591666666666667,-1,0,1,0.42607368
"P30874:P40227","SSTR2","CCT6A",0.0489382279988021,0.133910533910534,0.619047619047619,0.787615740740741,-1,0,1,1.87853346
"P30954:Q9Y577","OR10J1","TRIM17",0.596321492733759,0.143956043956044,0.321428571428571,0.434712773998488,-1,0,1,0.865674544
"P30518:Q4KMZ1","AVPR2","IQCC",0.0487884580634064,0,0,1,-1,0,1,9.4687
"P30988:Q9Y570","CALCR","PPME1",0.147234636402226,0.126984126984127,0.333333333333333,0.407783882783883,-1,0,1,0.355002615
"P30518:Q7Z6M2","AVPR2","FBXO33",0.0286041648900962,0.100840336134454,0,1,-1,0,1,0.662486528
"P30876:Q9UI14","POLR2B","RABAC1",0.489618647400261,0,0.512222222222222,0.994791666666667,-1,0,1,0.3301917612
"P30876:Q8NGC1","POLR2B","OR11G2",0.102084522487408,0.0839160839160839,1,0.166666666666667,-1,0,1,0.13238676
"P31040:Q9P0K1","SDHA","ADAM22",0.0840246952549836,0.222222222222222,0.242724867724868,0.876623376623377,-1,0,1,1.87853346
"P31153:Q4ADV7","MAT2A","RIC1",0.543606441413892,0.111172954030097,0.48974358974359,0.695238095238095,-1,0,1,1.41364992
"P53990:Q9UQ10","IST1","DHDH",0.144305642631675,0.125,0,0.169642857142857,-1,0,1,0.4132773612
"P53999:Q7Z6J6","SUB1","FRMD5",0.0327195583061327,0.138095238095238,0.3,0.805555555555555,-1,0,1,8.306341895775
"P54105:Q9BQ89","CLNS1A","FAM110A",0.0438849650626859,0.125,0.418253968253968,1,-1,0,1,8.34935013673975
"P53999:Q8IZP6","SUB1","RNF113B",-0.0303114918257787,0.166666666666667,0.25,0.2,-1,0,1,12.9319029504
"P54619:Q9BWJ5","PRKAG1","SF3B5",0.727223846476617,0.107133838383838,0.475714285714286,0.925,-1,0,1,6.1014598434
"P54727:P62993","RAD23B","GRB2",0.268852030153648,0.0888212166621257,0.935147392290249,0.980926406926407,-1,0,1,8950.59202801971
"P54619:Q8IYK2","PRKAG1","TEKTL1",0,0.142857142857143,0.26984126984127,1,-1,0,1,0.323110656
"P53999:Q9HAK2","SUB1","EBF2",0.0768084929037697,0.389209401709402,0.6,0.48641975308642,-1,0,1,0.970340481
"P54577:Q5VVY1","YARS1","NTMT2",-0.136521717951394,0.1,0.6,0.125,-1,0,1,7.32732
"P54619:P78386","PRKAG1","KRT85",0.102503309629872,0.155952380952381,0.920168067226891,0.947530864197531,-1,0,1,0.263678844
"P53999:Q14005","SUB1","IL16",0.318574752143369,0.109633043723953,0.394444444444444,0.983818770226537,-1,0,1,8.2946786997888
"P54098:Q7Z6K4","POLG","NRARP",0.168686841463231,0.0820450192509016,0,0.625,-1,0,1,1.1842126656
"P54619:Q86VB7","PRKAG1","CD163",0.287825460225236,0.171428571428571,0.685897435897436,0.8125,-1,0,1,1.761104544
"P53999:Q9UJW0","SUB1","DCTN4",0.420387867310822,0,0.367708333333333,1,-1,0,1,3.4454232125
"P54578:P55039","USP14","DRG2",0.748540962210309,0.145454545454545,0.55625,0.751589423648247,-1,0,1,93.836018401125
"P54619:Q9NSB2","PRKAG1","KRT84",0.14722930856001,0.149126984126984,0.858465608465608,0.25,-1,0,1,0.726998976
"P54725:Q92752","RAD23A","TNR",-0.223828795012215,0.152415941546376,0.325757575757576,0,-1,0,1,11.5275816
"P53990:Q9ULD2","IST1","MTUS1",0.189061460156228,0.0909090909090909,0.407222222222222,0.888888888888889,-1,0,1,4.2428001
"P54727:Q9NT99","RAD23B","LRRC4B",-0.193778964108982,0.0853846153846154,0.241666666666667,1,-1,0,1,6.6764211790752
"P54707:Q49A26","ATP12A","GLYR1",0.0156207114081371,0.0904761904761905,0.654545454545455,0.183928571428571,-1,0,1,1.27822104
"P01597:Q6NUK4","IGKV1-39","REEP3",-0.129982491609704,0.157242063492063,0.219444444444444,0.425,-1,0,1,0.078113418
"P01597:Q6ZVW7","IGKV1-39","IL17REL",0.454502677930533,0.125,1,0.142857142857143,-1,0,1,0.274459
"P01730:P10114","CD4","RAP2A",-0.0174831769725418,0.187620481370481,0.378888888888889,0.520277777777778,-1,0,1,3.536067213
"P01597:Q9H1K4","IGKV1-39","SLC25A18",-0.191074691753598,0.114835858585859,0.222222222222222,0.327777777777778,-1,0,1,0.53622
"P01619:Q96G25","IGKV3-20","MED8",0.0725636127746022,0.0834199134199134,0.2625,0.392222222222222,-1,0,1,0.1510208022
"P01732:Q16538","CD8A","GPR162",-0.0492036518879212,0.5,1,0.722222222222222,-1,0,1,1.527408036
"P01597:Q9NR12","IGKV1-39","PDLIM7",-0.119135371592573,0.177777777777778,0.296875,0.482679738562092,-1,0,1,0.2545794406038
"P01594:P38571","IGKV1-33","LIPA",0.545873925535478,0.161459613183751,0.387301587301587,0.127232142857143,-1,0,1,0.1458117136
"P01597:P60228","IGKV1-39","EIF3E",-0.00560548057778628,0.126940883190883,0.351149425287356,0.470720720720721,-1,0,1,0.4052034624
"P01594:P49279","IGKV1-33","SLC11A1",0.183000302203337,0.140109244760408,0.408006535947712,0.175925925925926,-1,0,1,0.104002848
"P01597:P23443","IGKV1-39","RPS6KB1",0.0426126959557793,0.161040848040848,0.431746031746032,0.235139573070608,-1,0,1,0.3409926935184
"P01730:Q6ZMM2","CD4","ADAMTSL5",-0.0564248463039644,0.2,0.25,0.797619047619048,-1,0,1,23.038404543
"P01730:Q9NV64","CD4","TMEM39A",0.197049452325836,0.150793650793651,1,1,-1,0,1,15.525447696
"P01730:Q15327","CD4","ANKRD1",-0.0761810874842104,0.171820650110124,0.266666666666667,0.551075268817204,-1,0,1,1.3176442726227
"P01594:Q9HD26","IGKV1-33","GOPC",0.00500057395465389,0.116728509585652,0.33030303030303,0.975694444444444,-1,0,1,3.181151961
"P01594:Q01826","IGKV1-33","SATB1",0.140561486497341,0.103937728937729,0.461111111111111,0.544232804232804,-1,0,1,1.49076204616068
"P01597:Q8IVH8","IGKV1-39","MAP4K3",-0.146614458599803,0.150510204081633,0.5,0.193613591269841,-1,0,1,1.122364068
"P01730:Q5T749","CD4","KPRP",-0.0442547677793373,0,0.180952380952381,1,-1,0,1,12.227187456
"P01597:Q92543","IGKV1-39","SNX19",-0.0548205557590349,0.136515151515152,0.297619047619048,0.305555555555556,-1,0,1,0.13177098
"P01730:Q9C0I1","CD4","MTMR12",0.0863860702008538,0.125,0.392857142857143,0.82,-1,0,1,7.356872208
"P10747:Q2KHN1","CD28","RNF151",-0.0408152495005845,0.145833333333333,0.35,0.946428571428571,-1,0,1,0.218362761
"P10747:Q96MZ0","CD28","GDAP1L1",-0.169812151785301,0,0.2,0,-1,0,1,4.885883145
"P10747:Q86VY4","CD28","TSPYL5",-0.138952901528965,0.270707070707071,0.35,0.833333333333333,-1,0,1,0.347996
"P10768:P62877","ESD","RBX1",0.477971719800228,0.105380943493689,0.631366899201294,0.654373015873016,-1,0,1,22.00755458
"P10826:Q8NGF6","RARB","OR10W1",0,0.555555555555556,0.333333333333333,0.277777777777778,-1,0,1,11.738753136
"P10826:Q9H0S4","RARB","DDX47",0.232924638808906,0.151700680272109,0.518181818181818,0.437301587301587,-1,0,1,2.78385324740902
"P10809:P54826","HSPD1","GAS1",0.0500401676485096,0.253535353535354,0.916666666666667,0.6,-1,0,1,2.0929461
"P10826:P30838","RARB","ALDH3A1",-0.0944882057903849,0.2375,0.504761904761905,0.344742063492063,-1,0,1,18.955278848
"P10826:Q8TDM0","RARB","BCAS4",-0.0651965396904619,0,0.583333333333333,1,-1,0,1,23.612673158844
"P10809:Q9UBW8","HSPD1","COPS7A",0.116882568737117,0.179086538461538,0.561538461538462,1,-1,0,1,6.517417632
"P10826:P22735","RARB","TGM1",-0.0210067441876756,0.195982142857143,0.428571428571429,0.899319727891157,-1,0,1,39.4345636440307
"P10747:Q13683","CD28","ITGA7",-0.0519149320785368,0.226984126984127,0.618055555555556,0.566666666666667,-1,0,1,11.5657448266483
"P10809:Q9H9R9","HSPD1","DBNDD1",-0.146756868220119,0.2,1,0,-1,0,1,1.88756194
"P10696:Q75N03","ALPG","CBLL1",0.201341758522999,0,0.315238095238095,0.261688311688312,-1,0,1,0.7126
"P10809:P25098","HSPD1","GRK2",0.0285898081850671,0.136884720218054,0.733333333333333,0.678358843537415,-1,0,1,142.270454140416
"P51991:Q16665","HNRNPA3","HIF1A",0.348015054199594,0.0673849880290524,0.552941176470588,0.81526792750197,-1,0,1,3.4194885199776
"O43567:Q24JQ0","RNF13","TMEM241",0.193729928725967,0.125,0.75,0.348214285714286,-1,0,1,0.604991046
"O43567:P18085","RNF13","ARF4",0.165009064841686,0.151312576312576,0.752898550724638,0.452947845804989,-1,0,1,1.80799107033483
"O43583:O75175","DENR","CNOT3",0.605541823985194,0.116841491841492,0.260714285714286,1,-1,0,1,43.96392
"O43633:P29972","CHMP2A","AQP1",0.436721672238396,0.148491610358699,0.665454545454546,0.836815534892458,-1,0,1,0.72007845424284
"O43674:Q16676","NDUFB5","FOXD1",-0.0331596562872745,0.0857516870384517,0.35,0.197530864197531,-1,0,1,0.223383
"O43583:P10827","DENR","THRA",-0.114396231278918,0.119055369917439,0.363636363636364,0.579588293650794,-1,0,1,0.410095917
"O43665:Q32MQ0","RGS10","ZNF750",-0.00349096224080431,0.123051948051948,1,0.27,-1,0,1,0.223383
"O43623:P21554","SNAI2","CNR1",0.176086232926919,0.151504219686038,0.314166666666667,0.788690476190476,-1,0,1,1.74775423536
"O43567:P55082","RNF13","MFAP3",0.263589490339261,0,0.5,1,-1,0,1,95.352668224
"O43567:Q9Y256","RNF13","RCE1",0.0319242437826426,0.168717948717949,0.726190476190476,0.154761904761905,-1,0,1,0.21516957
"O43567:P00533","RNF13","EGFR",0.199191806929756,0.124155509061169,0.324952591656131,0.922194977146668,-1,0,1,230.005879243917
"O43581:P32927","SYT7","CSF2RB",-0.190730059236842,0.125865800865801,0.928571428571429,0.693898809523809,-1,0,1,11.0480547919104
"O43665:Q9BQ04","RGS10","RBM4B",0.13816033507084,0.139285714285714,0.506666666666667,0.778061224489796,-1,0,1,0.42607368
"O43623:P52298","SNAI2","NCBP2",0.415593279372265,0.107908268889693,0.826126126126126,0.814893617021277,-1,0,1,4.8929957272472
"O43674:Q71UI9","NDUFB5","H2AZ2",0.447191084969126,0.145454545454545,0.35,0.333333333333333,-1,0,1,10.9993014738858
"O43566:Q9NSC2","RGS14","SALL1",0.0275452968566261,0.13918142043142,0.545238095238095,0.525396825396826,-1,0,1,6.0664881846816
"O43567:Q9H5F2","RNF13","CFAP68",0,0.125,0.478571428571429,1,-1,0,1,0.47762451
"O43665:P49336","RGS10","CDK8",0.628254649677953,0.216666666666667,0.619726678550208,0.694102353585112,-1,0,1,4.25078571375612
"O43567:Q5JUK9","RNF13","PAGE3",-0.0688248176809029,0,0,1,-1,0,1,0.4333452
"O43567:Q5T619","RNF13","ZNF648",-0.0648750438658778,0.0871212121212121,1,0.959856630824373,-1,0,1,2.5760280834288
"P01210:Q13794","PENK","PMAIP1",-0.0511625930477553,0.175265752765753,0.298888888888889,1,-1,0,1,1.1674701
"A0A0B4J268:P49756","TRAV4","RBM25",0.211644529505479,0.0967532467532467,0.133928571428571,0,-1,0,0,0
"A0A0B4J1U6:Q15828","TRBV9","CST6",-0.0627765907982804,0.171428571428571,0.571428571428571,0,-1,0,0,0
"A0A0B4J268:P15311","TRAV4","EZR",0.396318001076887,0.10776557957409,0.122166408015465,0,-1,0,0,0
"A0A096LNW5:Q6Y7W6","NOTCH2NLR","GIGYF2",0.661857815944571,0.099304168054168,0,0.161139455782313,-1,0,0,0
"A0A0B4J268:P46783","TRAV4","RPS10",0.456257272700092,0.118055555555556,0.135658627087199,0,-1,0,0,0
"A0A0B4J268:A0A1B0GVZ6","TRAV4","MBD3L2B",-0.0283071750045431,0.0690476190476191,0.1,0,-1,0,0,0
"A0A0B4J268:Q86Y46","TRAV4","KRT73",0.108720814573156,0.15,0.132000455684666,0,-1,0,0,0
"A0A0B4J1U6:P61158","TRBV9","ACTR3",0.233351629970788,0.128146853146853,0.288707482993197,0,-1,0,0,0
"A0A087WV53:Q9HB96","SPEGNB","FANCE",0.236885952000727,0,0,0.142857142857143,-1,0,0,0
"A0A024RBG1:Q53GS7","NUDT4B","GLE1",0.328997056418084,0.079978354978355,0.409649122807018,0.975956284153006,-1,0,0,0
"A0A0B4J268:P01743","TRAV4","IGHV1-46",0.355196396832461,0.833333333333333,0.140808823529412,0,-1,0,0,0
"A0A0B4J268:Q96R05","TRAV4","RBP7",0.000722402801645297,0.1,0.121428571428571,0,-1,0,0,0
"A0A087WXM9:Q06323","MEIKIN","PSME1",-0.182907003502243,0.0830687830687831,0.244967793880837,0,-1,0,0,0
"A0A0B4J1U6:I6L899","TRBV9","GOLGA8R",0.0306944282058622,0.125,0.222222222222222,0,-1,0,0,0
"A0A0B4J1U6:Q8N960","TRBV9","CEP120",0.318969654192113,0.125162337662338,0.25,0,-1,0,0,0
"P01148:P15509","GNRH1","CSF2RA",0.0094641265192027,0.309523809523809,0.349255952380952,0.198571428571429,-1,0,1,0.4494386098125
"O43557:P35713","TNFSF14","SOX18",-0.0904405172503146,0.143935693935694,0.33,0.152154195011338,-1,0,1,0.664221438
"O43513:Q8ND76","MED7","CCNY",0.721495687439941,0.100927128427128,0.396732026143791,0.829931972789116,-1,0,1,24.718341375
"O43521:Q9H0C1","BCL2L11","ZMYND12",0.075027551390555,0.107954545454545,0.166666666666667,0.990243902439024,-1,0,1,0.8662760304
"O43566:P09651","RGS14","HNRNPA1",-0.191207756869311,0.255837739435025,0.4125,0.786851851851852,-1,0,1,17.3378924529408
"O43543:Q96L11","XRCC2","LLCFC1",0.355518740311707,0.166666666666667,0.5,0,-1,0,1,0.300542
"O43557:Q96KF7","TNFSF14","SMIM8",-0.325234187558398,0,0.583333333333333,0,-1,0,1,0.21516957
"O43525:Q13427","KCNQ3","PPIG",-0.326403453517529,0.154761904761905,0.447222222222222,0.776666666666667,-1,0,1,0.4467751581216
"O43513:Q9HBV2","MED7","SPACA1",0.577875643613276,0.142857142857143,0.154761904761905,1,-1,0,1,0.4530148656
"O43505:Q15436","B4GAT1","SEC23A",-0.113502548291351,0.105892255892256,0.263405797101449,0.965714285714286,-1,0,1,0.721276017
"O43557:Q9UI46","TNFSF14","DNAI1",-0.0844197290771122,0.132671957671958,0.22452380952381,0.866666666666667,-1,0,1,1.0144080684
"O43566:Q9H974","RGS14","QTRT2",-0.0863638172964375,0.1,0.29375,0.423809523809524,-1,0,1,24.0793225646688
"O43521:Q8IZA3","BCL2L11","H1-8",0.105334419547879,0.12540404040404,0.295833333333333,0.195833333333333,-1,0,1,2.287319562
"O43513:Q92805","MED7","GOLGA1",0.807724394742432,0,0.316111111111111,1,-1,0,1,1.7612923915125
"O43543:Q9BUI4","XRCC2","POLR3C",0.479379175999505,0.0976346093993153,0.544444444444444,0.967521367521368,-1,0,1,1.801264155075
"O43543:O75446","XRCC2","SAP30",0.483852445716874,0.129358974358974,0.538095238095238,0.848412698412698,-1,0,1,0.2304558642375
"O43566:Q9BQ87","RGS14","TBL1Y",-0.0399452787850819,0.111111111111111,0.441666666666667,0.583333333333333,-1,0,1,11.176413534
"O43505:Q96RI1","B4GAT1","NR1H4",-0.251428408048697,0.0805856524779943,0.212229437229437,0.492694342694343,-1,0,1,58.6635926419065
"O43504:Q9NSA0","LAMTOR5","SLC22A11",0.35469239828531,0.158333333333333,0.277777777777778,0.335357142857143,-1,0,1,1.7891544
"P29373:Q8NHW4","CRABP2","CCL4L1; CCL4L2",0,0,0,0,-1,0,1,0.970340481
"P30281:Q8TAL5","CCND3","C9orf43",-0.0990839421809207,0,0,1,-1,0,1,9.3758808132
"P30281:Q7Z6G3","CCND3","NECAB2",-0.135907111922361,0.162896825396825,0.455555555555556,0.975694444444445,-1,0,1,6.8746325076
"P30281:Q6ICH7","CCND3","ASPHD2",-0.000271343077109324,0,0.5,0.6,-1,0,1,13.413917088
"P29373:Q9BXC0","CRABP2","HCAR1",-0.0154954458878373,0.583333333333333,0.333333333333333,0.166666666666667,-1,0,1,0.57324432
"P29803:P40616","PDHA2","ARL1",-0.0400196368247996,0.153439153439153,0.276785714285714,0.399722222222222,-1,0,1,0.2654862426216
"P29373:Q96K19","CRABP2","RNF170",0.0840287073719938,0.116668054168054,0.25,0.879365079365079,-1,0,1,0.449669979
"P29373:Q8TD30","CRABP2","GPT2",0.154455817566182,0.148214285714286,0.25,0.170454545454545,-1,0,1,1.1757
"P30260:Q96J02","CDC27","ITCH",0.744795446598017,0.266093193071275,0.642625661375661,0.79297619047619,-1,0,1,780.14169196743
"P30153:Q9NUG4","PPP2R1A","CCM2L",0.0333053851859449,0.238095238095238,0.5,0.9,-1,0,1,9.040733262
"P30153:Q86YW0","PPP2R1A","PLCZ1",-0.0793650547920963,0.237433862433862,0.50625,0.13469387755102,-1,0,1,3.715261242
"P29374:Q6ZRR5","ARID4A","TLCD5",0.366775262284224,0,1,0,-1,0,1,0.700515948
