ppi,pDockQ,PPV,prot1,prot2,ipTM,iptm_ptm,pTM,pLDDT,pAE,ranking_confidence,LIS,LIA,inter_pae,inter_pae_select,LIA_std,LIA_median,LIA_top5_avg,LIA_top10_avg,LIA_percentage,min_pae_inter,top5_pae_inter,interface_residues_a,interface_residues_b,mean_participation,pae_inter_25th,pae_inter_50th,pae_inter_75th,total_pae_below_cutoff,normalized_interchain,normalized_total,cLIS,cLIA,iplddt_mean,iplddt_chain_a,iplddt_chain_b,ipae_mean,ipae_median,ipae_chain_b,ipae_chain_a,pdockq2_mean,non_struct_label,str_label,nonstr_label_name,str_label_name,is_homo
P54619:P78386,0.0619024522542872,0.636,P54619,P78386,0.42,0.42,0.42,70.44,25.796,0.64,0.074,516,29.8,11.11,0.051,0.042,0.327,0.285,0.154,0.35,"[0.35, 0.342, 0.325, 0.317, 0.3]",24.47129909365559,2.564102564102564,13.517700828879075,0.025,0.0416666666666666,0.075,109393,0.0015373889415255,0.1557763398476882,0.133,19,84.186,81.471,86.901,0.44,0.44,0.46,0.42,0.042,0,-1,non-interacting pairs,not found in same PDB complex,False
P53999:Q14005,0.0949811998687896,0.667,P53999,Q14005,0.23,0.236,0.26,49.48,29.931,0.54,0.0,0,31.072,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,77277,0.0,0.0363027621329828,0.0,0,75.56,84.681,66.438,0.131,0.131,0.146,0.115,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P54098:Q7Z6K4,0.182095697790553,0.74,P54098,Q7Z6K4,0.35,0.412,0.66,63.02,21.221,0.5,0.0,0,27.903,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,424369,0.0,0.2318184822646452,0.0,0,55.457,47.342,63.572,0.12,0.12,0.119,0.121,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P54619:Q86VB7,0.087411652310219,0.667,P54619,Q86VB7,0.3,0.338,0.49,73.1,23.563,0.41,0.0,0,30.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,386453,0.0,0.1747731629739744,0.0,0,67.151,86.017,48.285,0.23,0.23,0.24,0.22,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
P53999:Q9UJW0,0.0466425253751037,0.636,P53999,Q9UJW0,0.1,0.194,0.57,68.15,20.304,0.32,0.0,0,30.576,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,109633,0.0,0.3181742989067502,0.0,0,82.991,84.726,81.256,0.111,0.111,0.111,0.112,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P54578:P55039,0.2532683501175044,0.785,P54578,P55039,0.14,0.204,0.46,74.87,22.52,0.23,0.0,0,30.054,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,178318,0.0,0.2422259170510918,0.0,0,81.433,78.035,84.831,0.116,0.116,0.114,0.118,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P54619:Q9NSB2,0.2314155355118487,0.778,P54619,Q9NSB2,0.29,0.31,0.39,68.14,27.118,0.57,0.0,0,30.557,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,111083,0.0,0.1281587427214653,0.0,0,74.827,90.01,59.643,0.183,0.183,0.188,0.179,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P54725:Q92752,0.4266395183109934,0.878,P54725,Q92752,0.16,0.19,0.31,73.84,28.317,0.27,0.0,0,31.425,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,225714,0.0,0.0762073318587999,0.0,0,74.457,75.452,73.461,0.103,0.103,0.098,0.109,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P53990:Q9ULD2,0.2370171884949292,0.778,P53990,Q9ULD2,0.28,0.272,0.24,55.24,30.553,0.69,0.0,0,31.497,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,74688,0.0,0.0279734946942945,0.0,0,67.647,77.327,57.967,0.18,0.18,0.198,0.163,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P54727:Q9NT99,0.3118497843067791,0.812,P54727,Q9NT99,0.38,0.392,0.44,62.55,26.593,0.62,0.106,4907,29.913,10.734,0.075,0.083,0.448,0.427,0.841,0.475,"[0.475, 0.458, 0.45, 0.433, 0.425]",10.024449877750612,42.215988779803645,26.12021932877713,0.0416666666666666,0.0833333333333333,0.1333333333333333,177313,0.0084134326873947,0.1408493554608685,0.2,23,84.374,76.927,91.821,0.179,0.179,0.17,0.188,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P54707:Q49A26,0.1423851547650576,0.714,P54707,Q49A26,0.29,0.35,0.59,73.0,21.902,0.42,0.0,0,28.839,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,552984,0.0,0.2181857781369157,0.0,0,83.131,82.349,83.913,0.197,0.197,0.224,0.17,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
P01597:Q6NUK4,0.19405879200449,0.74,P01597,Q6NUK4,0.26,0.27,0.31,62.28,25.675,0.5,0.0,0,29.919,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,18376,0.0,0.1327899179095849,0.0,0,72.618,92.048,53.189,0.159,0.159,0.185,0.133,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01597:Q6ZVW7,0.0823241778693546,0.667,P01597,Q6ZVW7,0.17,0.222,0.43,69.8,21.824,0.3,0.0,0,28.399,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,49361,0.0,0.2405401322554079,0.0,0,73.273,68.899,77.646,0.156,0.156,0.145,0.167,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01730:P10114,0.0970837836503107,0.667,P01730,P10114,0.51,0.502,0.47,78.81,21.114,0.59,0.079,1028,29.485,11.049,0.059,0.058,0.338,0.306,0.613,0.375,"[0.375, 0.342, 0.333, 0.325, 0.317]",4.366812227074235,56.830601092896174,30.598706659985204,0.0333333333333333,0.0583333333333332,0.1083333333333333,119267,0.0061326270074211,0.2902713924469615,0.145,28,73.979,72.715,75.244,0.324,0.324,0.303,0.344,0.019,0,-1,non-interacting pairs,not found in same PDB complex,False
P01597:Q9H1K4,0.0427442955214644,0.636,P01597,Q9H1K4,0.16,0.23,0.51,64.77,18.108,0.29,0.0,0,26.249,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,63641,0.0,0.3410118741426611,0.0,0,61.475,62.996,59.954,0.2,0.2,0.191,0.21,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P01619:Q96G25,0.1392326378066653,0.706,P01619,Q96G25,0.18,0.206,0.31,64.19,25.218,0.45,0.0,0,28.948,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,18367,0.0,0.1245591905381944,0.0,0,77.383,82.357,72.41,0.18,0.18,0.184,0.175,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P01732:Q16538,0.1216561402678087,0.706,P01732,Q16538,0.19,0.238,0.43,55.74,25.813,0.48,0.0,0,29.111,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,91571,0.0,0.1351942704357852,0.0,0,65.713,64.073,67.354,0.172,0.172,0.166,0.177,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01597:Q9NR12,0.1127955631358284,0.686,P01597,Q9NR12,0.13,0.164,0.3,60.0,25.849,0.33,0.0,0,29.945,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,36892,0.0,0.1119717369398681,0.0,0,73.199,72.145,74.252,0.13,0.13,0.125,0.136,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01594:P38571,0.0840452765467244,0.667,P01594,P38571,0.13,0.242,0.69,80.66,15.242,0.3,0.0,0,28.186,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,140861,0.0,0.5290434769545099,0.0,0,77.31,66.759,87.861,0.127,0.127,0.121,0.132,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01597:P60228,0.1636168048110817,0.73,P01597,P60228,0.17,0.268,0.66,76.28,16.989,0.32,0.0,0,27.567,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,137314,0.0,0.4347525993845063,0.0,0,62.968,42.196,83.741,0.197,0.197,0.193,0.201,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P01594:P49279,0.0741364338882032,0.667,P01594,P49279,0.13,0.244,0.7,76.07,15.67,0.3,0.0,0,28.9,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,231450,0.0,0.5202421278116564,0.0,0,70.63,60.956,80.304,0.115,0.115,0.11,0.119,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01597:P23443,0.1721982286651169,0.73,P01597,P23443,0.19,0.256,0.52,61.58,22.434,0.41,0.0,0,27.943,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,95327,0.0,0.2312841490280568,0.0,0,71.317,74.274,68.361,0.138,0.138,0.129,0.148,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01730:Q6ZMM2,0.2750056275763082,0.802,P01730,Q6ZMM2,0.13,0.178,0.37,73.69,25.036,0.27,0.0,0,30.896,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,141494,0.0,0.1604747987175081,0.0,0,73.027,62.417,83.638,0.117,0.117,0.11,0.124,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01730:Q9NV64,0.1625481652096871,0.73,P01730,Q9NV64,0.16,0.216,0.44,69.36,23.572,0.31,0.0,0,29.908,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,173583,0.0,0.1939656906346517,0.0,0,71.28,77.591,64.969,0.139,0.139,0.139,0.139,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01730:Q15327,0.2172002774783466,0.759,P01730,Q15327,0.18,0.232,0.44,72.97,23.138,0.37,0.0,0,28.994,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,125865,0.0,0.2084793011433938,0.0,0,78.385,75.191,81.58,0.153,0.153,0.161,0.145,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P01594:Q9HD26,0.1047992319759696,0.686,P01594,Q9HD26,0.1,0.138,0.29,67.19,25.455,0.34,0.0,0,30.348,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,39572,0.0,0.1180404544790166,0.0,0,76.284,63.359,89.21,0.118,0.118,0.117,0.118,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01594:Q01826,0.259059353076325,0.785,P01594,Q01826,0.4,0.366,0.23,61.51,27.926,0.57,0.015,5,29.72,11.82,0.015,0.025,0.03,0.03,0.003,0.05,"[0.05, 0.042, 0.025, 0.025, 0.008]",0.0,0.3931847968545215,0.1965923984272607,0.025,0.025,0.0416666666666666,54629,2.8004615160578464e-05,0.0705436466942148,0.0,0,64.79,89.319,40.262,0.228,0.228,0.279,0.176,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P01597:Q8IVH8,0.2838979947518253,0.802,P01597,Q8IVH8,0.14,0.202,0.45,65.73,23.968,0.31,0.0,0,30.156,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,207509,0.0,0.2030180379818045,0.0,0,70.19,70.008,70.372,0.106,0.106,0.105,0.107,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01730:Q5T749,0.0384108847685023,0.636,P01730,Q5T749,0.14,0.192,0.4,51.12,27.702,0.52,0.0,0,31.399,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,127089,0.0,0.1181817590055134,0.0,0,63.013,91.808,34.219,0.13,0.13,0.136,0.124,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P01597:Q92543,0.1579501257933623,0.73,P01597,Q92543,0.2,0.242,0.41,56.12,26.926,0.46,0.0,0,29.85,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,136243,0.0,0.1107773841534262,0.0,0,72.903,67.55,78.256,0.126,0.126,0.118,0.133,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P01730:Q9C0I1,0.0948780667292261,0.667,P01730,Q9C0I1,0.14,0.218,0.53,73.12,23.284,0.31,0.0,0,31.107,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,356961,0.0,0.245836676365765,0.0,0,83.624,81.135,86.113,0.107,0.107,0.106,0.107,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10747:Q2KHN1,0.0800881354821967,0.667,P10747,Q2KHN1,0.17,0.206,0.35,71.67,24.256,0.39,0.0,0,29.002,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,37679,0.0,0.1742582957567348,0.0,0,77.406,76.575,78.237,0.26,0.26,0.246,0.273,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
P10747:Q96MZ0,0.0322121277619607,0.636,P10747,Q96MZ0,0.14,0.208,0.48,66.98,22.969,0.35,0.008,1,29.705,11.9,0.0,0.017,0.017,0.017,0.001,0.017,"[0.017, 0.0, 0.0, 0.0, 0.0]",0.4545454545454545,0.0,0.2272727272727272,0.0166666666666666,0.0166666666666666,0.0166666666666666,76930,6.192717364379489e-06,0.2232644259930521,0.0,0,55.167,44.334,66.001,0.17,0.17,0.167,0.172,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10747:Q86VY4,0.1723878156493044,0.73,P10747,Q86VY4,0.37,0.372,0.38,61.37,26.166,0.64,0.285,2786,29.3,8.576,0.166,0.3,0.75,0.727,1.518,0.767,"[0.767, 0.767, 0.75, 0.75, 0.717]",5.909090909090909,36.45083932853717,21.17996511881404,0.1583333333333333,0.3,0.425,52944,0.0151842162633529,0.130478178471002,0.498,79,63.053,55.359,70.747,0.467,0.467,0.457,0.476,0.026,0,-1,non-interacting pairs,not found in same PDB complex,False
P10768:P62877,0.1227757244468389,0.706,P10768,P62877,0.16,0.268,0.7,82.26,14.709,0.32,0.0,0,28.472,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,82646,0.0,0.5433662064431295,0.0,0,64.374,85.884,42.865,0.16,0.16,0.166,0.154,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10826:Q8NGF6,0.103978243024555,0.686,P10826,Q8NGF6,0.21,0.26,0.46,72.63,21.242,0.35,0.018,12,27.766,11.779,0.028,0.029,0.063,0.042,0.004,0.092,"[0.092, 0.092, 0.05, 0.042, 0.042]",0.0,1.639344262295082,0.819672131147541,0.0166666666666666,0.0291666666666667,0.0437499999999999,152726,4.3235453071518645e-05,0.2644148199445983,0.0,0,75.595,85.369,65.822,0.203,0.203,0.238,0.167,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P10826:Q9H0S4,0.1100572730960118,0.686,P10826,Q9H0S4,0.15,0.2,0.4,72.4,24.26,0.32,0.0,0,30.257,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,147234,0.0,0.1777973674676971,0.0,0,76.964,77.25,76.677,0.124,0.124,0.117,0.131,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10809:P54826,0.3568622554041533,0.843,P10809,P54826,0.37,0.398,0.51,67.22,21.761,0.52,0.052,992,27.368,11.377,0.044,0.042,0.268,0.241,0.251,0.308,"[0.308, 0.3, 0.267, 0.233, 0.233]",12.56544502617801,22.318840579710145,17.442142802944076,0.0166666666666666,0.0416666666666666,0.075,170311,0.0025090421630371,0.2020958225943488,0.105,48,65.998,57.395,74.6,0.29,0.29,0.304,0.276,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
P10826:P30838,0.3232536870286934,0.822,P10826,P30838,0.2,0.268,0.54,80.7,20.395,0.36,0.0,0,29.006,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,265787,0.0,0.3223755069960605,0.0,0,89.994,87.26,92.728,0.14,0.14,0.138,0.143,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
P10826:Q8TDM0,0.282020634456892,0.802,P10826,Q8TDM0,0.37,0.4,0.52,69.54,23.415,0.65,0.139,2102,29.469,10.335,0.087,0.133,0.392,0.384,1.095,0.4,"[0.4, 0.392, 0.392, 0.392, 0.383]",51.42857142857142,4.739336492890995,28.083953960731208,0.0666666666666667,0.1333333333333333,0.2,107342,0.0109473464923701,0.242003264525787,0.18,38,77.518,85.805,69.23,0.259,0.259,0.273,0.245,0.015,0,-1,non-interacting pairs,not found in same PDB complex,False
P10809:Q9UBW8,0.0819246801919269,0.667,P10809,Q9UBW8,0.16,0.214,0.43,65.14,22.82,0.29,0.0,0,28.863,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,131570,0.0,0.1829637993948024,0.0,0,44.86,40.417,49.304,0.151,0.151,0.156,0.147,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P10826:P22735,0.2413385230803008,0.778,P10826,P22735,0.42,0.45,0.57,74.09,22.063,0.56,0.125,1778,30.176,10.503,0.088,0.092,0.508,0.472,0.239,0.642,"[0.642, 0.483, 0.483, 0.475, 0.458]",46.59340659340659,1.2239902080783354,23.908698400742463,0.0499999999999999,0.0916666666666666,0.1583333333333333,471773,0.0023914885603992,0.2915807572880819,0.182,25,76.116,74.438,77.794,0.195,0.195,0.208,0.182,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
P10747:Q13683,0.3266985892992555,0.834,P10747,Q13683,0.21,0.266,0.49,70.44,24.726,0.36,0.0,0,30.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,328659,0.0,0.1674438723028977,0.0,0,75.77,79.755,71.786,0.14,0.14,0.136,0.144,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10809:Q9H9R9,0.0575469086073653,0.636,P10809,Q9H9R9,0.13,0.22,0.58,70.84,19.836,0.37,0.0,0,30.404,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,168469,0.0,0.3152718854856548,0.0,0,61.282,87.091,35.474,0.158,0.158,0.179,0.136,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10696:Q75N03,0.0239429653790296,0.559,P10696,Q75N03,0.19,0.254,0.51,64.43,24.642,0.48,0.0,0,31.245,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,245343,0.0,0.2344349750460809,0.0,0,64.639,91.112,38.167,0.164,0.164,0.169,0.159,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
P10809:P25098,0.2799173987967022,0.802,P10809,P25098,0.17,0.246,0.55,80.83,21.161,0.27,0.0,0,30.224,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,494091,0.0,0.3102331720083082,0.0,0,69.638,57.093,82.183,0.117,0.117,0.115,0.118,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
P51991:Q16665,0.1712247747672487,0.73,P51991,Q16665,0.3,0.324,0.42,53.44,27.178,0.58,0.013,1,29.052,11.85,0.0,0.025,0.025,0.025,0.0,0.025,"[0.025, 0.0, 0.0, 0.0, 0.0]",0.0,0.1210653753026634,0.0605326876513317,0.025,0.025,0.025,129783,1.601393853209834e-06,0.089529227050474,0.013,1,61.802,61.106,62.499,0.203,0.203,0.21,0.195,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:Q24JQ0,0.1013404063477608,0.686,O43567,Q24JQ0,0.22,0.274,0.49,66.12,21.806,0.36,0.0,0,26.893,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,107296,0.0,0.2341025769698186,0.0,0,68.993,68.171,69.816,0.224,0.224,0.224,0.225,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:P18085,0.0808202162462404,0.667,O43567,P18085,0.21,0.24,0.36,67.21,23.646,0.33,0.0,0,29.043,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,56749,0.0,0.180315263360246,0.0,0,71.495,82.837,60.153,0.176,0.176,0.164,0.188,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43583:O75175,0.4471796793658382,0.886,O43583,O75175,0.42,0.398,0.31,68.66,28.173,0.65,0.397,13230,29.055,7.241,0.182,0.417,0.81,0.799,4.437,0.825,"[0.825, 0.817, 0.817, 0.8, 0.792]",30.303030303030305,17.264276228419657,23.78365326572498,0.2583333333333333,0.4166666666666667,0.5416666666666666,72631,0.0443679826149945,0.0803084030203416,0.442,81,82.215,73.004,91.425,0.481,0.481,0.446,0.516,0.048,0,-1,non-interacting pairs,not found in same PDB complex,False
O43633:P29972,0.1128358704467296,0.686,O43633,P29972,0.13,0.206,0.51,72.02,20.488,0.29,0.0,0,28.433,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,72458,0.0,0.3005545853883135,0.0,0,58.681,56.532,60.83,0.141,0.141,0.151,0.132,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O43674:Q16676,0.1268305387817623,0.706,O43674,Q16676,0.09,0.114,0.21,53.47,29.107,0.34,0.0,0,31.203,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,24036,0.0,0.0561961675504306,0.0,0,65.873,75.53,56.217,0.106,0.106,0.11,0.102,0.009,0,-1,non-interacting pairs,not found in same PDB complex,False
O43583:P10827,0.2029064386722636,0.759,O43583,P10827,0.18,0.228,0.42,65.31,24.659,0.36,0.0,0,28.711,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,70914,0.0,0.1498149337479719,0.0,0,64.461,67.907,61.015,0.156,0.156,0.154,0.157,0.01,0,-1,non-interacting pairs,not found in same PDB complex,False
O43665:Q32MQ0,0.0904389987362904,0.667,O43665,Q32MQ0,0.22,0.226,0.25,42.58,30.221,0.63,0.0,0,31.059,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,26575,0.0,0.0325189423604041,0.0,0,74.829,94.586,55.072,0.212,0.212,0.226,0.199,0.013,0,-1,non-interacting pairs,not found in same PDB complex,False
O43623:P21554,0.1039021505945222,0.686,O43623,P21554,0.16,0.222,0.47,56.69,24.762,0.43,0.0,0,29.153,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,93397,0.0,0.1705569758948137,0.0,0,57.14,50.887,63.392,0.222,0.222,0.216,0.227,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:P55082,0.292738286542466,0.802,O43567,P55082,0.22,0.236,0.3,56.36,26.985,0.46,0.111,1201,29.086,10.671,0.065,0.108,0.302,0.29,0.435,0.333,"[0.333, 0.308, 0.3, 0.283, 0.283]",9.448818897637794,9.116022099447514,9.282420498542654,0.0583333333333332,0.1083333333333333,0.1583333333333333,43673,0.0043539101811168,0.0791107311126367,0.171,30,76.766,76.981,76.551,0.195,0.195,0.193,0.197,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:Q9Y256,0.1913891445900683,0.74,O43567,Q9Y256,0.23,0.276,0.46,64.0,23.064,0.36,0.017,36,28.213,11.801,0.02,0.033,0.07,0.058,0.014,0.075,"[0.075, 0.075, 0.067, 0.067, 0.067]",0.0,8.51063829787234,4.25531914893617,0.0145833333333332,0.0333333333333333,0.0416666666666666,104661,0.0001435990713926,0.2076195199365205,0.0,0,63.327,49.835,76.819,0.207,0.207,0.212,0.202,0.011,0,-1,non-interacting pairs,not found in same PDB complex,False
O43567:P00533,0.2409252287047036,0.778,O43567,P00533,0.29,0.308,0.38,69.36,26.404,0.41,0.054,286,29.802,11.348,0.038,0.042,0.162,0.154,0.031,0.175,"[0.175, 0.158, 0.158, 0.158, 0.158]",6.299212598425196,2.396694214876033,4.347953406650615,0.025,0.0416666666666666,0.075,266344,0.0003101884991648,0.1052210323547642,0.082,11,75.45,78.073,72.828,0.192,0.192,0.194,0.19,0.012,0,-1,non-interacting pairs,not found in same PDB complex,False
