,ppi,co-expression,BP,CC,MF,SM,PrP,"max(SM,PrP)",PR,OR,PP,GO,EP,Total,label
5443,Q15904:Q16473,0.0635065925751903,0.0,1.0,0.0,0.62,0.0,0.62,0.0,0.0,2.416,0.0,0.4364,0.653692288,0
5444,O95777:Q9Y333,0.7679985618763492,0.7194444444444444,0.3603896103896104,0.9464285714285714,869.75,0.0,869.75,0.9127,30.1977,1.5978,24.11,9.4687,8743923.27786573,1
5445,O60934:Q5FWF5,0.661472000265607,0.1638888888888889,0.5666666666666668,0.2325892857142857,0.54,3.39809,3.39809,0.0,0.0,2.416,5.86,18.4426,887.26136328066,0
5446,P51970:Q9UBF6,0.1059438209632136,0.0942372442372442,0.1968531468531468,0.6897790647790647,0.28,0.0,0.28,0.0,0.0,2.013,0.0,18.4426,10.394987064,0
5450,Q9BUR4:Q9H246,0.1113315583443973,0.0,0.0,1.0,0.0,5.22,5.22,0.0,0.0,2.013,0.0,1.5818,16.621332948,0
5451,P10809:Q9H9R9,-0.1467568682201186,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,1.5818,1.88756194,0
5452,Q15018:Q8WTU2,-0.2646568318836501,0.0,0.5,0.0,0.15,0.0,0.15,0.0,0.0,2.416,0.0,0.7749,0.28082376,0
5455,P28472:Q8WUW1,-0.2578780646118035,0.1794044339498884,0.2648351648351649,0.9803240740740742,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,1.1757,1.40296281,0
5456,P12004:Q6P2C8,0.3464671172743657,0.3262183235867446,0.4694444444444444,0.8055555555555557,2.31,0.0,2.31,0.0,0.0,2.013,0.0,18.4426,85.758643278,0
5457,Q06265:Q99567,0.8257209351023171,0.0995454545454545,0.8787037037037037,0.9166666666666666,0.41,0.0,0.41,0.0,0.0,1.5978,0.0,45.2798,29.6627064204,0
5458,Q13868:Q9H5H4,0.4473914224343391,0.1547619047619047,0.625,0.774537037037037,3.02,0.0,3.02,0.0,0.0,1.5978,0.0,1.5818,7.6327481208,0
5459,O75715:Q6NXT4,0.0217777930544474,0.0893939393939393,0.20625,0.1271749084249084,0.26,0.0,0.26,0.0,0.0,2.416,0.0,2.1077,1.323972832,0
5462,P62333:Q96D53,0.6027448051739093,0.1098484848484848,0.3761904761904762,0.3194444444444444,1.52,0.0,1.52,0.0,0.0,1.5978,0.0,3.9008,9.4737013248,0
5463,A4D1P6:P63220,0.6351687735470584,0.1583333333333333,0.7340136054421768,0.7272727272727273,0.68,0.0,0.68,2.3254,0.0,1.1933,0.0,1.5818,2.98474884398768,0
5465,O00548:Q9P0M9,0.0671806324455596,0.1547619047619047,0.1884920634920635,0.5,0.68,0.0,0.68,0.0,0.0,2.013,0.0,0.8888,1.216624992,0
5468,P02745:P02747,0.9965409629186268,0.3655344655344655,0.586,1.0,292.74,0.0,292.74,0.9127,0.6153,2.416,69.61,38.174,1055439.31360958,1
5469,P51460:Q9Y651,-0.0644590591757228,0.1352678571428571,0.35,0.1962962962962963,0.41,0.0,0.41,0.0,0.0,1.1933,0.0,3.9008,1.9084781024,0
5470,Q14534:Q8NBW4,0.4314726865971415,0.1179365079365079,0.190668202764977,0.6842261904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1077,2.1077,0
5472,O43719:P62306,0.1711598315617141,0.7349816849816849,0.4880541871921182,0.9776119402985076,0.54,5.22,5.22,1.2535,0.0,1.5978,0.0,9.4687,98.9937132649722,1
5476,Q5K651:Q93015,0.0252099149840856,0.0906093906093905,0.8333333333333334,0.3858333333333333,1.22,0.0,1.22,0.0,0.0,1.5978,0.0,0.8888,1.7325520608,0
5477,P83110:Q9NZN3,-0.2217056030827539,0.1114838286713286,0.2784798534798535,0.8452380952380952,0.94,3.51,3.51,0.0,0.0,2.416,0.0,2.1077,17.873633232,0
5480,O95059:Q7Z5A4,0.0099041184923377,0.0895622895622895,0.4583333333333333,0.1428571428571428,0.41,0.0,0.41,0.0,0.0,2.013,0.0,1.5818,1.305506994,0
5481,P05198:P62263,0.6235101896701226,0.1808730158730158,0.6812925170068027,0.7375,52.16,0.0,52.16,3.8142,0.0,1.5978,5.86,18.4426,34354.4677426653,1
5482,Q7L5N1:Q92905,0.6421927884268871,0.2178756880222915,0.4578189300411522,0.8775827280064568,200.63,0.0,200.63,2.3254,1027.7826,2.013,0.17,45.2798,7430054.48402938,1
5486,P82673:Q53EQ6,0.2236058022331196,0.0,0.5,0.75,0.24,0.0,0.24,0.0,0.0,1.1933,0.0,1.1757,0.3367110744,0
5488,P59025:Q96E09,-0.1726674662896008,0.068218954248366,0.425,0.1670686456400742,0.15,0.0,0.15,0.0,0.0,2.416,0.0,0.5954,0.21577296,0
5489,P62906:Q9Y4W2,0.2370003139759047,0.1309523809523809,0.3765873015873016,0.5285714285714286,0.15,0.0,0.15,0.5125,5.2693,1.1933,0.0,3.9008,1.88556443718306,0
5491,Q13216:Q8IYX0,0.2572413437507387,0.1547619047619047,1.0,0.6888888888888889,0.68,0.0,0.68,0.0,0.6153,0.9878,0.0,0.8888,0.36734057000256,0
5492,Q14061:Q8WVC0,0.2629632135321022,0.1193993506493506,0.4307692307692307,0.9603174603174603,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,9.4687,15.12908886,0
5493,P11801:Q99471,0.6580730350832849,0.1383608058608058,0.4121212121212121,0.9879032258064516,0.24,0.0,0.24,1.2535,0.6153,1.5978,0.0,1.1757,0.347729415157268,0
5494,Q8NBP7:Q9NUL7,-0.0738658631952678,0.1214285714285714,0.3399999999999999,0.350803489439853,0.54,3.51,3.51,0.0,0.6153,1.5978,0.0,1.1757,4.05707434916238,0
5495,P28331:Q9UI09,0.83671318780389,0.260515873015873,0.40625,0.78125,292.74,0.0,292.74,0.0,0.0,2.013,0.0,45.2798,26682.735016476,1
5496,P01877:Q9BWD3,-0.1759595418606212,0.0,0.0,0.5,0.63,0.0,0.63,0.0,0.0,2.013,0.0,0.0,1.26819,0
5497,P62081:Q96EC8,0.361756972299727,0.1269841269841269,0.2950892857142857,1.0,0.0,0.0,0.0,0.0,0.0,2.013,0.0,3.9008,7.8523104,0
5498,P30281:Q6ICH7,-0.0002713430771093,0.0,0.5,0.6000000000000001,0.0,3.51,3.51,0.0,0.0,2.416,0.0,1.5818,13.413917088,0
5500,Q96J02:Q9H3D4,0.2403566670599539,0.1419772277530898,0.8072916666666667,0.8242374727668846,0.62,19.8388,19.8388,0.5125,0.6153,2.416,10.8,1.5818,258.207254965413,1
5502,O15234:Q9BZI7,0.6744712491209902,0.4248817636377444,0.6092592592592593,0.9093023255813952,0.19,0.0,0.19,0.5125,0.0,2.416,69.61,2.1077,34.516347280226,1
5504,P28067:Q8NDF8,0.2478196647030314,0.0988244890030604,0.4272727272727273,0.2686507936507936,0.68,0.0,0.68,0.0,0.0,1.5978,0.0,0.4364,0.4741503456,0
5505,Q8IYT2:Q9NW08,0.618078197561943,0.1254870129870129,0.3777777777777777,0.1014279701779701,0.19,0.0,0.19,0.0,0.0,2.013,0.0,5.6875,2.175298125,0
5507,P04637:P26447,0.3127243002949373,0.2900641025641025,0.4297619047619048,0.8854166666666667,0.22,4.94562,4.94562,0.0,0.6153,0.0,2.07,2.1077,13.2765978334789,1
5509,Q5T4W7:Q92743,-0.0275685107133694,0.1700892857142857,0.3749999999999999,0.7966269841269842,0.64,2.59,2.59,0.0,0.0,2.416,0.0,1.5818,9.898018592,0
5510,O60359:Q96CB9,-0.1396941119626827,0.09,0.17,0.210897940443395,0.41,0.0,0.41,0.0,0.0,2.416,0.0,0.7126,0.705873056,0
5514,P60604:Q8NC67,-0.1107136693899158,0.0888157894736842,0.2291666666666666,0.8888888888888888,0.23,0.0,0.23,0.0,0.0,0.993,0.0,2.1077,0.481377603,0
5516,P62805:Q96QV6,0.1156861680993012,0.1666666666666666,0.498611111111111,0.4444444444444445,282.86,0.0,282.86,0.9127,5.052,0.9594,24.11,2.1077,63587.0459442702,1
5518,Q13330:Q99504,0.763548995666953,0.2649919361684067,0.6377777777777779,0.6541062801932366,0.41,0.0,0.41,0.0,0.0,2.416,0.0,3.9008,3.863976448,0
5519,Q15788:Q92753,0.2095548531537236,0.331446376789514,0.65,0.7070294784580499,0.41,161.514,161.514,0.5125,0.6153,2.416,0.0,0.0,123.05177639244,1
5520,Q9BRT9:Q9NU02,0.1347428060939109,0.0,0.0,0.9074074074074076,3.02,0.0,3.02,0.0,0.0,2.013,0.0,2.1077,12.813256302,0
5521,Q9H6E4:Q9NZ43,0.3060203748591814,0.117063492063492,0.376984126984127,0.9703703703703704,0.8,0.0,0.8,0.0,0.0,2.013,0.0,2.1077,3.39424008,0
5522,P12235:Q13216,-0.2401310009803819,0.1268171371112547,0.420734126984127,0.9602272727272728,0.36,0.0,0.36,0.0,0.6153,2.013,0.0,1.5818,0.7053176664072,0
5523,P05198:Q13144,0.4869294996600512,0.2792644855144855,0.4909090909090909,0.6279761904761905,52.16,0.0,52.16,0.0,9.2808,2.013,181.01,18.4426,3253055.60458351,1
5524,P28300:Q9BYE2,-0.0054633017343369,0.5,0.4583333333333333,0.1666666666666666,0.62,0.0,0.62,0.0,0.0,2.416,0.0,1.1757,1.761104544,0
5525,Q0Z7S8:Q15942,0.0612958288068465,0.0696778711484593,0.3416666666666667,0.1247835497835497,0.28,0.0,0.28,2.0764,0.0,2.416,0.0,0.4364,0.6129862366208,0
5526,P62263:P62854,0.8683737443582282,0.8673469387755102,0.7300264550264549,0.6099999999999999,869.75,0.0,869.75,2.409,0.0,1.1933,24.11,18.4426,1111732.32987296,1
5527,Q8N983:Q9GZQ8,0.2455877028431135,0.1356812169312169,0.2641534391534391,0.9673202614379084,0.54,0.0,0.54,3.7695,0.0,2.013,0.0,3.9008,15.983613388512,0
5528,Q8N684:Q8WUP2,0.268184029087444,0.1009615384615384,0.4045454545454545,0.8941176470588235,0.83,0.0,0.83,0.0,0.0,2.416,0.0,1.1757,2.357607696,0
5532,P34972:P62873,0.020233633324476,0.3175925925925926,0.4514144271570012,0.8865740740740741,7.06,4.96,7.06,2.409,0.0,0.0,0.0,0.6688,11.374642752,1
5534,O14832:P06729,-0.1761821684389743,0.1138784461152882,0.35,0.9088235294117648,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,0.7962,1.27216836,0
5536,O60262:Q6PGQ1,-0.0417940715290467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9878,0.0,2.1077,2.08198606,0
5540,Q9H410:Q9UHI7,0.025448947102742,0.1463045634920635,0.2884615384615384,0.6558629776021081,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.7126,1.4344638,0
5542,P61956:Q15653,0.3381727197232642,0.228761036578374,0.4625,0.976851851851852,1.52,0.0,1.52,1.7951,0.6153,2.013,0.0,1.5818,5.34582202586305,0
5543,P62195:Q96ND8,0.733643233221281,1.0,1.0,0.1703703703703703,0.54,0.0,0.54,0.0,0.6153,0.9878,0.0,0.6915,0.2269561110894,0
5544,Q9NX70:Q9ULD5,0.527785993004146,0.4174836601307189,1.0,0.715079365079365,0.81,0.0,0.81,0.0,0.0,2.013,0.0,3.9008,6.360371424,0
5545,Q96J42:Q99811,0.5429815134248595,0.0954545454545454,0.2916666666666666,0.1855555555555555,0.22,0.0,0.22,0.0,0.0,2.013,0.0,1.1757,0.520670502,0
5547,P51946:Q9H7Y0,0.4614713637343448,0.0,0.5,0.0,5.21,2.59,5.21,0.0,0.0,2.013,0.0,0.7962,8.350330626,0
5548,P47813:Q86V24,0.2723361581726217,0.1315192743764172,0.3333333333333333,0.6027777777777777,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,9.4687,11.29899971,0
5550,P31153:Q00266,-0.2714662772190146,0.6738636363636363,0.7222222222222222,0.6962121212121213,2091.17,0.0,2091.17,0.5125,318.6126,2.013,10.8,2.7714,20573723.5177694,1
5551,O94927:Q9P126,-0.1467744565102128,0.22,0.3611111111111111,0.7375,0.0,0.0,0.0,0.0,0.0,2.416,0.0,0.6915,1.670664,0
5552,Q9UBZ9:Q9UI95,0.3451226543019094,0.1071486868051396,0.5893939393939395,0.976388888888889,52.16,0.0,52.16,0.5125,15.4815,2.013,0.17,2.1077,298.501131255883,1
5553,P63279:Q16513,0.8037899322188007,0.2682539682539682,0.5525252525252524,0.6219772126022126,0.62,5.6935,5.6935,0.5125,0.6153,1.5978,0.89,2.7714,7.0757380390031,0
5554,Q13501:Q9Y4C1,0.4753561346341713,0.2931032203091026,0.6042857142857143,0.4345899470899471,4.13,6.98487,6.98487,0.9127,0.0,2.013,2.07,2.1077,55.9898487097078,0
5556,Q86X51:Q9P0K1,0.1986370501280525,0.1572420634920635,0.3370370370370369,0.8766233766233765,0.0,0.0,0.0,0.0,0.0,1.1933,0.0,0.0,1.1933,0
5557,P08621:P62314,0.2055029282596173,0.6212585034013605,0.4132488479262672,0.8574074074074074,5.21,0.0,5.21,3.124,5.2693,2.013,24.11,5.6875,23673.5870997594,1
5559,P27694:Q969E3,-0.1246225459140262,0.1839285714285714,0.4444444444444444,0.4066666666666666,0.24,0.0,0.24,0.0,0.0,1.5978,0.0,1.1757,0.4508480304,0
5560,P06340:P28068,0.9350876997676852,0.4455128205128205,0.4343434343434344,0.5925925925925926,21.1,3.52956,21.1,1.7951,5.5574,2.416,105.17,9.4687,506432.90953867,1
5561,P61960:Q9Y3U8,0.6545428867863063,0.1476190476190476,0.4301587301587301,0.5833333333333334,0.54,0.0,0.54,3.124,0.0,1.1933,0.0,3.9008,7.8525029746944,0
5562,P50225:Q8IXF9,-0.1413994750650689,0.1625,0.75,0.1547619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5818,1.5818,0
5565,P06734:Q8NEJ0,0.0118186724589969,0.1207482993197279,0.2833333333333333,0.1958760537707906,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,1.1757,1.87853346,0
5566,P50502:Q9P0M9,0.275324672139437,0.1833333333333333,0.1732142857142857,0.5,0.63,0.0,0.63,0.0,0.0,1.5978,0.0,2.7714,2.7897300396,0
5567,P23229:Q6P4F2,-0.1534826181376452,0.1772222222222222,0.205,0.580952380952381,0.54,0.0,0.54,0.0,0.0,1.1933,0.0,0.7126,0.4591866132,0
5568,A6NDV4:O75792,-0.2012748530713269,0.1037037037037037,0.3199999999999999,0.3989795918367347,0.24,0.0,0.24,0.0,0.0,1.5978,0.0,1.1757,0.4508480304,0
5570,P34741:Q8NAT1,0.2951511173535309,0.2662037037037037,0.21,0.2767857142857142,0.41,0.0,0.41,0.5125,0.0,2.416,0.0,2.1077,1.0699991974,0
5571,P26447:Q9HBG4,-0.0396734310356593,0.1031317447984114,0.2167493386243386,0.7333333333333333,0.89,0.0,0.89,0.0,0.0,2.416,0.0,0.6915,1.48689096,0
5572,Q03111:Q3MIR4,-0.0804456389673968,0.0687499999999999,0.2533333333333333,0.9204545454545454,0.0,0.0,0.0,0.0,0.0,2.013,0.0,5.6875,11.4489375,0
5573,P01857:Q9UNQ2,0.0551551132300544,0.1045454545454545,0.3238095238095238,0.1581818181818181,0.17,0.0,0.17,1.2535,0.0,0.9878,0.0,0.0,0.210495241,0
5574,P51157:Q5TYW2,0.4365433480194397,0.0,1.0,0.0,117.65,5.22,117.65,0.0,0.6153,1.1933,0.0,1.1757,101.560540949226,0
5575,P07288:Q96EV8,0.0053573803267944,0.1010174654405423,0.2495578231292517,1.0,2.49,5.24327,5.24327,0.0,0.0,2.013,0.89,1.1757,11.0441557294962,0
5578,P33681:Q08708,-0.0046002342542378,0.3854166666666667,1.0,0.8666666666666666,7.38,0.0,7.38,0.0,0.0,2.416,0.31,2.1077,11.64994248096,0
5580,P04271:Q9NZF1,-0.1263975668136981,0.2416265832932499,0.5714285714285714,0.5,0.26,0.0,0.26,0.0,0.0,2.416,0.0,1.1757,0.738527712,0
5582,P06734:Q9Y5Z6,-0.1074019516120502,0.1157407407407407,0.5,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,1.1757,1.87853346,0
5583,Q5SQQ9:Q969E3,-0.0533875440318722,0.1272557997557997,0.4444444444444444,0.4066666666666666,2.49,0.0,2.49,0.0,0.0,2.013,0.0,2.7714,13.891282218,0
5584,O43181:Q16718,0.270052583915621,0.3410005027652086,0.6557692307692307,0.9270833333333334,52.16,0.0,52.16,0.9127,0.0,2.013,69.61,45.2798,302054.661076583,1
5585,Q9NX38:Q9Y2X0,0.6759911538159159,0.0732011554621848,0.3466666666666666,0.7666666666666666,3.02,0.0,3.02,0.0,0.0,0.0,0.0,1.1757,3.550614,0
5586,P57768:Q63HM9,0.1140231980590287,0.1547619047619047,0.225,0.7083333333333334,0.15,0.0,0.15,0.0,0.0,2.416,0.0,1.5818,0.57324432,0
5587,A6NN92:Q5VT79,0.0,0.2291666666666666,0.1388888888888888,0.0944444444444444,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.0,2.013,0
5588,O43660:Q99459,0.8538926966056795,0.5410152218782249,0.5196428571428571,0.9252314814814816,0.68,3.52956,3.52956,2.3588,158.1204,2.013,5.86,45.2798,703145.95580917,1
5589,Q8TAP6:Q9UH77,0.3509402554442518,0.0660592772418051,0.6307692307692307,0.8222222222222224,0.41,3.51,3.51,0.0,0.0,2.416,0.0,0.8888,7.537166208,0
5591,P11216:Q99613,0.234956491407507,0.1107622536193964,0.3645833333333333,0.7532051282051283,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,2.1077,3.36768306,0
5593,O15273:Q92928,-0.0689844762069194,0.175,0.5,0.1157407407407407,0.28,0.0,0.28,0.0,0.0,0.993,0.0,0.4364,0.121336656,0
5594,A2VCK2:P62072,0.1565701088544545,0.0852272727272727,0.1880952380952381,0.7603174603174603,0.0,0.0,0.0,0.9127,0.0,1.1933,0.0,1.1757,1.280484156687,0
5596,O95104:P06733,0.4573527509111353,0.1562916867083533,0.3676470588235294,0.2269721019721019,0.19,0.0,0.19,3.5815,0.0,2.416,0.0,1.5818,2.600561073968,0
5597,P07550:Q96B01,-0.0710617003240168,0.1500196232339089,0.4412698412698413,0.7431372549019608,0.0,0.0,0.0,0.0,0.0,2.013,0.0,0.6688,1.3462944,0
5598,A6NI72:O75821,0.1028465485804782,0.365,0.4096491228070176,0.2247474747474747,3.17,0.0,3.17,0.0,0.0,2.013,0.0,0.0,6.38121,0
5601,P31153:Q4ADV7,0.5436064414138922,0.1111729540300969,0.4897435897435898,0.6952380952380952,0.15,0.0,0.15,0.0,0.0,2.416,0.0,3.9008,1.41364992,0
5602,Q2NKJ3:Q9H0C8,0.8172456836830977,0.1478632478632478,0.5,0.2537878787878788,0.0,0.0,0.0,0.0,0.0,2.013,0.0,2.7714,5.5788282,0
5603,P40937:Q969M1,0.0975770704995559,0.1017316017316017,0.431547619047619,0.4083333333333333,0.0,0.0,0.0,0.0,0.0,2.013,0.0,3.9008,7.8523104,0
5604,P58335:Q99459,0.4842104000343261,0.0,0.3446428571428571,0.9252314814814816,0.54,0.0,0.54,1.7092,0.0,2.013,0.0,2.1077,3.9159687226968,0
5605,P57723:P62879,0.0059433422792632,0.0972222222222222,0.5599773242630384,0.9366925064599484,0.0,2.59,2.59,1.2535,0.6153,1.5978,0.0,9.4687,30.2220410515935,0
5606,Q8NAF0:Q9UJY1,0.1446978240011845,0.0747474747474747,0.345,0.9623015873015872,0.61,0.0,0.61,0.0,0.0,1.5978,0.0,1.1757,1.1459054106,0
5607,A6NDV4:Q13322,0.406394881965606,0.1425865800865801,0.4666666666666666,0.9523809523809524,0.54,0.0,0.54,0.5125,0.0,2.416,0.0,1.1757,0.7861059396,0
5608,P10124:Q96ET8,-0.0685854460543204,0.1388888888888889,0.2,0.0,0.61,0.0,0.61,0.5125,0.0,1.5978,0.0,1.1757,0.5872765229325,0
5609,Q14181:Q9UNS1,0.8567623794743152,0.1154306400104719,0.6151515151515151,0.925,0.0,2.59,2.59,0.0,0.0,2.416,0.0,45.2798,283.335631712,0
5610,Q15029:Q9H2H8,0.7386275316891757,0.3879142300194931,0.761904761904762,0.712962962962963,1.52,0.0,1.52,0.0,0.6153,2.013,0.0,9.4687,17.8264405347336,0
5612,O60894:P58304,-0.1444154155164771,0.1006734006734006,0.35,0.8734848484848484,0.68,0.0,0.68,0.0,0.0,2.013,0.0,5.6875,7.7852775,0
5613,O95402:Q8TDC0,0.1474081836701655,0.0,0.3333333333333333,0.9772727272727272,0.15,0.0,0.15,0.5125,0.0,0.0,0.0,2.7714,0.213051375,0
5614,P32927:Q9Y6P5,0.2013554853243268,0.1543290043290043,0.3116666666666666,0.3833333333333333,0.17,0.0,0.17,0.0,0.0,2.416,0.0,0.8888,0.365047936,0
5615,O60888:Q969X0,0.3867998630413587,0.1453703703703703,0.4861111111111111,0.9259259259259258,0.22,0.0,0.22,0.0,0.0,2.013,0.0,1.5818,0.700515948,0
5616,Q96DZ9:Q96ID5,0.1106069325529382,0.1526785714285714,0.2733333333333333,0.0,0.62,0.0,0.62,0.5125,0.0,2.013,0.0,5.6875,3.637899890625,0
5617,Q53EL6:Q99613,0.1587325344440795,0.1546485260770975,0.6145833333333334,0.7532051282051283,0.28,0.0,0.28,0.0,0.0,2.013,0.0,2.7714,1.562071896,0
5619,O00206:P58753,0.1805733952676936,0.2288248714719302,0.7712365591397848,0.7993894993894992,2.27,0.0,2.27,0.5125,9.2808,2.416,10.8,1.5818,445.633055029946,1
5620,Q15427:Q86YI8,0.765400030461607,0.1361590790162218,0.8,0.4380952380952381,0.24,0.0,0.24,0.0,0.0,1.5978,0.0,2.7714,1.0627543008,0
5621,P46783:Q400G9,-0.3056174692168951,0.5,0.5,0.1833333333333333,0.15,0.0,0.15,0.0,0.0,2.013,0.0,1.5818,0.47762451,0
5622,Q08257:Q92542,0.1574888624090276,0.1501713564213564,0.2596844293272864,0.8074074074074075,0.41,0.0,0.41,2.0764,0.0,2.013,0.0,2.7714,4.7493903385368,0
5623,Q969H6:Q9H633,0.4214842671816388,0.6442307692307693,0.65,0.5285714285714287,0.54,0.0,0.54,0.0,5.2693,2.013,24.11,3.9008,538.69302735566,1
5624,O15143:Q9Y3B7,0.5443257540035291,0.1074074074074074,0.2447390572390572,0.9108527131782944,1.55,0.0,1.55,0.0,0.0,2.013,0.0,3.9008,12.17108112,0
5625,O95156:Q6UWJ8,-0.1355411750841882,0.0,0.3333333333333333,1.0,0.41,0.0,0.41,0.0,0.0,0.0,0.0,2.7714,1.136274,0
5628,O43889:P17302,0.207252954408407,0.1607878005418989,0.4197674418604652,0.6514264264264266,1.52,0.0,1.52,2.3254,0.0,2.416,24.11,1.5818,325.676909078496,1
5629,Q969Z3:Q9Y3B2,-0.0612953448637635,0.1522222222222222,0.1837789661319073,0.3290598290598289,0.54,0.0,0.54,0.0,0.0,2.013,0.0,2.7714,3.012567228,0
5633,P05165:Q96QI5,-0.0476563606389501,0.101010101010101,0.2,0.125,0.3,0.0,0.3,0.0,0.0,1.5978,0.0,1.5818,0.758220012,0
5634,Q2QD12:Q2TAA2,0.028957656976996,0.3333333333333333,0.0,0.1458333333333333,0.41,0.0,0.41,0.0,0.0,0.0,0.0,5.6875,2.331875,0
5635,P0C1S8:Q96DZ9,0.0377002535217196,0.1865079365079365,0.6666666666666666,0.166343669250646,0.22,4.96,4.96,0.0,0.0,2.416,0.0,1.1757,14.088836352,0
5637,Q02846:Q16665,0.0123929118631434,0.1009965671850917,0.4156862745098039,0.8152679275019701,0.68,5.22,5.22,2.0764,0.6153,2.416,2.07,1.1757,39.2131952576855,0
5639,Q71DI3:Q8NGS5,0.0,0.1269841269841269,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.993,0.0,1.1757,1.1674701,0
5640,P68431:Q86UQ0,0.2019589346340849,0.2,0.7333333333333334,0.1527777777777778,2.34,0.0,2.34,0.0,0.6153,0.993,0.0,1.1757,1.6809257849202,0
5641,P61978:Q8NB15,0.6252857507855863,1.0,1.0,0.885,2.49,0.0,2.49,0.0,0.0,2.013,0.31,1.5818,2.45785572846,0
5643,Q16695:Q9UKL0,0.315875586009453,0.216771323914181,0.525,0.956989247311828,52.16,0.0,52.16,0.5125,0.0,2.013,5.86,2.1077,664.632599120952,1
5644,Q5F1R6:Q6NVU6,0.3701277149273039,0.1644444444444444,1.0,0.905820105820106,0.68,0.0,0.68,0.0,0.0,2.013,0.0,2.1077,2.885104068,0
5645,P62495:P62979,0.5612414894858373,0.1805555555555555,0.8273681515617,0.7761111111111111,0.0,0.0,0.0,0.0,0.0,1.5978,0.0,18.4426,29.46758628,1
5646,P20810:Q13155,0.4820820406960405,0.1460935889507318,0.8066666666666665,0.9919678714859436,2.85,0.0,2.85,1.0145,0.0,2.416,0.0,1.1757,8.21278321884,0
5647,Q15369:Q92624,0.6154206159955355,0.4576068376068375,0.3352272727272727,0.9827380952380952,1.05,3.51,3.51,0.0,0.0,2.013,0.0,3.9008,27.561609504,1
5649,O60934:Q9UNH7,0.6149105612104485,0.1324915824915825,0.2878835978835979,0.926829268292683,0.54,3.39809,3.39809,0.5125,0.0,2.416,5.86,18.4426,454.721448681338,0
5651,Q0VGL1:Q9BY31,0.554912183805118,0.0871212121212121,1.0,0.1592592592592592,0.41,0.0,0.41,0.5125,0.0,1.5978,0.0,0.0,0.335737725,0
5652,P19652:Q15393,-0.2249360925225034,0.1010439213564213,0.293073593073593,0.925925925925926,0.17,0.0,0.17,2.3254,0.0,1.1933,0.0,0.6915,0.3262033483401,0
5653,O60704:P15144,0.325760535026335,0.118010878010878,0.1967320261437908,0.1591269841269841,0.15,0.0,0.15,0.0,0.0,2.416,0.0,2.7714,1.00435536,0
5655,Q8TAB3:Q8TAE8,0.09715317172678,0.1666666666666666,0.1828703703703703,0.1666666666666666,0.41,0.0,0.41,0.0,0.0,2.013,0.0,1.1757,0.970340481,0
5658,P61326:Q9UFB7,-0.0167140652091163,0.2,1.0,0.8321428571428571,0.61,0.0,0.61,0.0,0.0,1.1933,0.0,0.7749,0.5640597837,0
5661,P60568:Q8WY64,0.2919548980815229,0.133495670995671,0.4416666666666666,0.92524154589372,0.68,3.52956,3.52956,0.0,0.0,2.013,10.8,1.1757,90.2162181455568,0
5665,P05121:Q2WGJ8,-0.0615307988339043,0.0,0.3,0.0,0.62,0.0,0.62,0.0,0.0,0.0,0.0,0.4364,0.270568,0
5668,P11836:Q9Y6E2,-0.0748171971018648,0.1111111111111111,0.5,0.9,0.94,0.0,0.94,0.0,0.0,1.5978,0.0,0.7962,1.1958382584,0
5669,P26022:Q96J01,0.1935802854575348,0.0956439393939393,0.3545454545454545,0.25,2.72,4.96,4.96,0.0,0.0,1.5978,0.0,0.7962,6.3099550656,0
5670,O15056:O95983,-0.0179803795457439,0.15215934858792,0.3463541666666666,0.9583333333333336,0.54,0.0,0.54,0.0,0.0,2.013,0.0,3.9008,4.240247616,0
5673,P0C0S8:Q9C0B6,-0.0940039954044448,0.0947115384615384,0.1729166666666666,0.0,0.15,0.0,0.15,0.0,0.0,2.416,0.0,1.1757,0.42607368,0
5676,P10809:Q9BXP5,0.1278458195213809,0.1399144506287363,0.503968253968254,0.6944444444444445,0.24,0.0,0.24,0.0,0.0,2.013,0.0,18.4426,8.909988912,0
5677,P17181:Q9Y468,-0.0098750701886171,0.1163089225589225,0.2077922077922077,0.7491496598639455,0.36,3.84,3.84,0.0,0.0,2.416,0.0,1.5818,14.675054592,0
5679,Q8N7C7:Q969M1,-0.1957864903027881,0.0916666666666666,0.2256944444444444,0.1423088023088023,0.19,0.0,0.19,0.0,0.0,2.013,0.0,0.6915,0.264478005,0
5680,P61927:Q9NQ55,0.7661200780462405,0.1111111111111111,0.2111111111111111,1.0,0.15,0.0,0.15,0.5125,0.0,2.013,0.0,3.9008,0.603646362,0
